"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0448,-0.0052
"2","PM",0.1,0.0892,-0.0108
"3","PM",0.25,0.2512,0.0012
"4","PM",0.75,0.76,0.01
"5","PM",0.9,0.912,0.012
"6","PM",0.95,0.9568,0.0068
"7","CB",0.05,0.05,0
"8","CB",0.1,0.1004,4e-04
"9","CB",0.25,0.2604,0.0104
"10","CB",0.75,0.7512,0.0012
"11","CB",0.9,0.900800000000001,8e-04
"12","CB",0.95,0.9528,0.0028
"13","GR",0.05,0.0512,0.0012
"14","GR",0.1,0.1,0
"15","GR",0.25,0.2584,0.0084
"16","GR",0.75,0.7508,8e-04
"17","GR",0.9,0.902,0.002
"18","GR",0.95,0.9516,0.0016
"19","ML",0.05,0.056,0.006
"20","ML",0.1,0.1128,0.0128
"21","ML",0.25,0.27,0.02
"22","ML",0.75,0.7416,-0.0084
"23","ML",0.9,0.8892,-0.0108
"24","ML",0.95,0.9412,-0.0088
