"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,4e-04
"[-3.6,-3.36)",4e-04,8e-04,4e-04,8e-04
"[-3.36,-3.12)",8e-04,8e-04,8e-04,8e-04
"[-3.12,-2.88)",8e-04,0.0016,0.0012,0.002
"[-2.88,-2.64)",0.0024,0.0032,0.0024,0.0036
"[-2.64,-2.4)",0.0044,0.0052,0.0044,0.0052
"[-2.4,-2.16)",0.0048,0.004,0.0068,0.0088
"[-2.16,-1.92)",0.0112,0.0136,0.012,0.0128
"[-1.92,-1.68)",0.016,0.018,0.0192,0.018
"[-1.68,-1.44)",0.0232,0.0296,0.0296,0.0324
"[-1.44,-1.2)",0.042,0.0388,0.0416,0.0484
"[-1.2,-0.96)",0.0576,0.06,0.0576,0.054
"[-0.96,-0.72)",0.0712,0.0712,0.0676,0.0688
"[-0.72,-0.48)",0.0816,0.08,0.0808,0.0784
"[-0.48,-0.24)",0.096,0.0888,0.0876,0.0852
"[-0.24,0)",0.0892,0.088,0.0924,0.084
"[0,0.24)",0.0996,0.0936,0.0944,0.0892
"[0.24,0.48)",0.09,0.0832,0.0864,0.0824
"[0.48,0.72)",0.0832,0.082,0.0792,0.0784
"[0.72,0.96)",0.0692,0.0692,0.0676,0.0628
"[0.96,1.2)",0.0516,0.0548,0.0536,0.0568
"[1.2,1.44)",0.0412,0.0416,0.0392,0.0436
"[1.44,1.68)",0.0232,0.0276,0.03,0.0308
"[1.68,1.92)",0.0156,0.018,0.0184,0.0204
"[1.92,2.16)",0.0128,0.0116,0.0124,0.012
"[2.16,2.4)",0.006,0.0056,0.0072,0.01
"[2.4,2.64)",0.0036,0.0048,0.004,0.0048
"[2.64,2.88)",8e-04,0.0028,0.0016,0.0032
"[2.88,3.12)",4e-04,0,4e-04,4e-04
"[3.12,3.36)",8e-04,4e-04,8e-04,4e-04
"[3.36,3.6)",0,8e-04,0,4e-04
"[3.6,3.84)",4e-04,4e-04,4e-04,4e-04
"[3.84,4.08)",0,0,0,4e-04
"[4.08,4.32)",0,0,0,0
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
