"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0448,-0.0052
"2","PM",0.1,0.0832,-0.0168
"3","PM",0.25,0.1892,-0.0608
"4","PM",0.75,0.752400000000001,0.0024
"5","PM",0.9,0.948,0.048
"6","PM",0.95,0.974,0.024
"7","CB",0.05,0.0868,0.0368
"8","CB",0.1,0.13,0.03
"9","CB",0.25,0.2572,0.0072
"10","CB",0.75,0.7228,-0.0272
"11","CB",0.9,0.9228,0.0228
"12","CB",0.95,0.9496,-4e-04
"13","GR",0.05,0.0888,0.0388
"14","GR",0.1,0.134,0.034
"15","GR",0.25,0.252,0.002
"16","GR",0.75,0.7088,-0.0412
"17","GR",0.9,0.9344,0.0344
"18","GR",0.95,0.962799999999999,0.0128
"19","ML",0.05,0.146,0.096
"20","ML",0.1,0.1956,0.0956
"21","ML",0.25,0.3072,0.0572
"22","ML",0.75,0.6808,-0.0692
"23","ML",0.9,0.876800000000001,-0.0232
"24","ML",0.95,0.9188,-0.0312
