"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,4e-04
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0.002
"[-4.08,-3.84)",0,0,0,0.0012
"[-3.84,-3.6)",0,0,0,0.0012
"[-3.6,-3.36)",0,0,0,0.002
"[-3.36,-3.12)",0,0,0,0.002
"[-3.12,-2.88)",0,0,0,0.004
"[-2.88,-2.64)",0,0.0012,4e-04,0.006
"[-2.64,-2.4)",0,0.0012,0.002,0.0076
"[-2.4,-2.16)",0.0016,0.0036,0.0052,0.0116
"[-2.16,-1.92)",0.0028,0.006,0.0084,0.014
"[-1.92,-1.68)",0.0048,0.0124,0.016,0.0256
"[-1.68,-1.44)",0.0124,0.028,0.0248,0.03
"[-1.44,-1.2)",0.0316,0.0408,0.0384,0.044
"[-1.2,-0.96)",0.0464,0.0568,0.0596,0.0648
"[-0.96,-0.72)",0.0748,0.0916,0.082,0.08
"[-0.72,-0.48)",0.1328,0.1104,0.1056,0.0868
"[-0.48,-0.24)",0.1476,0.1188,0.118,0.0936
"[-0.24,0)",0.142,0.1152,0.106,0.0948
"[0,0.24)",0.104,0.0956,0.096,0.072
"[0.24,0.48)",0.0808,0.0684,0.074,0.0624
"[0.48,0.72)",0.0456,0.0548,0.0572,0.044
"[0.72,0.96)",0.04,0.0332,0.0444,0.0404
"[0.96,1.2)",0.0332,0.0356,0.0352,0.0288
"[1.2,1.44)",0.0248,0.024,0.0324,0.0292
"[1.44,1.68)",0.0216,0.024,0.0272,0.0256
"[1.68,1.92)",0.02,0.0212,0.0188,0.0308
"[1.92,2.16)",0.0156,0.0164,0.0184,0.0264
"[2.16,2.4)",0.0096,0.0148,0.014,0.02
"[2.4,2.64)",0.0056,0.0116,0.008,0.0164
"[2.64,2.88)",0.0016,0.0084,0.0048,0.008
"[2.88,3.12)",8e-04,0.004,0.0016,0.006
"[3.12,3.36)",0,0.002,8e-04,0.0028
"[3.36,3.6)",0,0,4e-04,0.0044
"[3.6,3.84)",0,0,4e-04,0.0016
"[3.84,4.08)",0,0,0,0.004
"[4.08,4.32)",0,0,0,0.0012
"[4.32,4.56)",0,0,0,8e-04
"[4.56,4.8)",0,0,0,8e-04
"[4.8,5.04)",0,0,0,4e-04
"[5.04,5.28)",0,0,0,8e-04
"[5.28,5.52)",0,0,0,4e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,8e-04
