"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,1e-04,1e-04,0.0054
"[-5.76,-5.52)",0,4e-04,7e-04,0.0057
"[-5.52,-5.28)",1e-04,9e-04,0.0011,0.0082
"[-5.28,-5.04)",0,5e-04,4e-04,0.0086
"[-5.04,-4.8)",0,0.0014,6e-04,0.0102
"[-4.8,-4.56)",0,0.0015,0.0033,0.009
"[-4.56,-4.32)",2e-04,0.002,0.0025,0.0099
"[-4.32,-4.08)",0,0.0034,0.0021,0.0134
"[-4.08,-3.84)",2e-04,0.004,0.0045,0.0147
"[-3.84,-3.6)",1e-04,0.0059,0.0059,0.0148
"[-3.6,-3.36)",2e-04,0.0064,0.0066,0.0171
"[-3.36,-3.12)",1e-04,0.0083,0.0089,0.0171
"[-3.12,-2.88)",6e-04,0.0108,0.011,0.0183
"[-2.88,-2.64)",0.0014,0.0154,0.0133,0.0209
"[-2.64,-2.4)",0.0028,0.0201,0.0181,0.022
"[-2.4,-2.16)",0.0036,0.0212,0.0202,0.0201
"[-2.16,-1.92)",0.0065,0.026,0.0249,0.0256
"[-1.92,-1.68)",0.0122,0.031,0.0298,0.0248
"[-1.68,-1.44)",0.0227,0.0348,0.0343,0.0261
"[-1.44,-1.2)",0.033,0.0373,0.0394,0.026
"[-1.2,-0.96)",0.0494,0.0433,0.044,0.0264
"[-0.96,-0.72)",0.0655,0.0526,0.0489,0.0301
"[-0.72,-0.48)",0.0797,0.0536,0.0533,0.0286
"[-0.48,-0.24)",0.0931,0.0527,0.0559,0.0298
"[-0.24,0)",0.1033,0.0534,0.0571,0.0306
"[0,0.24)",0.0982,0.0586,0.0577,0.0286
"[0.24,0.48)",0.1032,0.0539,0.0572,0.0305
"[0.48,0.72)",0.0917,0.0485,0.0542,0.0272
"[0.72,0.96)",0.0772,0.0518,0.0512,0.0259
"[0.96,1.2)",0.0618,0.045,0.0473,0.0263
"[1.2,1.44)",0.0425,0.0398,0.0423,0.0251
"[1.44,1.68)",0.0234,0.0382,0.0365,0.0251
"[1.68,1.92)",0.0117,0.035,0.0314,0.022
"[1.92,2.16)",0.0088,0.0297,0.0273,0.0239
"[2.16,2.4)",0.0043,0.0258,0.0236,0.0254
"[2.4,2.64)",0.0016,0.0203,0.0176,0.0249
"[2.64,2.88)",5e-04,0.0168,0.0156,0.0209
"[2.88,3.12)",0,0.0122,0.0118,0.0202
"[3.12,3.36)",3e-04,0.0098,0.0094,0.0165
"[3.36,3.6)",1e-04,0.007,0.0078,0.0174
"[3.6,3.84)",0,0.0064,0.0053,0.0153
"[3.84,4.08)",0,0.0042,0.0047,0.0153
"[4.08,4.32)",0,0.0026,0.0033,0.0134
"[4.32,4.56)",0,0.0024,0.0026,0.0132
"[4.56,4.8)",0,0.0017,0.0022,0.0112
"[4.8,5.04)",0,9e-04,0.0015,0.0105
"[5.04,5.28)",0,5e-04,0.0011,0.0067
"[5.28,5.52)",0,5e-04,9e-04,0.008
"[5.52,5.76)",0,1e-04,1e-04,0.0073
"[5.76,6)",0,3e-04,1e-04,0.0055
