"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,4e-04
"[-3.6,-3.36)",0,4e-04,0,0
"[-3.36,-3.12)",0,0,4e-04,0
"[-3.12,-2.88)",4e-04,4e-04,0,0.0012
"[-2.88,-2.64)",0,4e-04,0,0.0016
"[-2.64,-2.4)",4e-04,0.0016,0.002,0.0036
"[-2.4,-2.16)",0.0016,0.0024,0.0028,0.0108
"[-2.16,-1.92)",0.0016,0.0056,0.0072,0.0132
"[-1.92,-1.68)",0.0072,0.0132,0.014,0.02
"[-1.68,-1.44)",0.0152,0.0188,0.026,0.0324
"[-1.44,-1.2)",0.024,0.0384,0.0396,0.0576
"[-1.2,-0.96)",0.0592,0.0752,0.0644,0.0688
"[-0.96,-0.72)",0.0888,0.0912,0.0812,0.0752
"[-0.72,-0.48)",0.1132,0.0972,0.0944,0.0716
"[-0.48,-0.24)",0.1156,0.1032,0.1016,0.0828
"[-0.24,0)",0.1148,0.096,0.098,0.086
"[0,0.24)",0.0992,0.0828,0.0876,0.074
"[0.24,0.48)",0.0868,0.0772,0.0812,0.0784
"[0.48,0.72)",0.0704,0.0664,0.0688,0.07
"[0.72,0.96)",0.056,0.054,0.0588,0.0512
"[0.96,1.2)",0.0472,0.046,0.048,0.0452
"[1.2,1.44)",0.0352,0.0384,0.036,0.0404
"[1.44,1.68)",0.0196,0.0276,0.0284,0.0288
"[1.68,1.92)",0.014,0.0184,0.0184,0.0248
"[1.92,2.16)",0.0104,0.0152,0.0172,0.0188
"[2.16,2.4)",0.0076,0.0088,0.0068,0.0136
"[2.4,2.64)",0.0048,0.008,0.008,0.0076
"[2.64,2.88)",0.0028,0.0056,0.004,0.0092
"[2.88,3.12)",0.0024,0.0032,0.0024,0.004
"[3.12,3.36)",4e-04,0.0024,0.0012,0.004
"[3.36,3.6)",8e-04,8e-04,8e-04,0.0024
"[3.6,3.84)",4e-04,8e-04,4e-04,0.0012
"[3.84,4.08)",0,0,4e-04,4e-04
"[4.08,4.32)",0,4e-04,0,4e-04
"[4.32,4.56)",0,0,0,4e-04
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
