"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0308,-0.0192
"2","PM",0.1,0.0645999999999999,-0.0354
"3","PM",0.25,0.1974,-0.0526
"4","PM",0.75,0.794,0.044
"5","PM",0.9,0.9334,0.0334
"6","PM",0.95,0.9692,0.0192
"7","CB",0.05,0.0458,-0.0042
"8","CB",0.1,0.0897999999999999,-0.0102
"9","CB",0.25,0.2322,-0.0178
"10","CB",0.75,0.7654,0.0154
"11","CB",0.9,0.908,0.008
"12","CB",0.95,0.952599999999999,0.0026
"13","GR",0.05,0.0492,-8e-04
"14","GR",0.1,0.091,-0.009
"15","GR",0.25,0.2302,-0.0198
"16","GR",0.75,0.7666,0.0166
"17","GR",0.9,0.906400000000001,0.0064
"18","GR",0.95,0.950599999999999,6e-04
"19","ML",0.05,0.0753999999999999,0.0254
"20","ML",0.1,0.1292,0.0292
"21","ML",0.25,0.2798,0.0298
"22","ML",0.75,0.7252,-0.0248
"23","ML",0.9,0.8654,-0.0346
"24","ML",0.95,0.9228,-0.0272
