"","quantity","estimator","value"
"1","mean","PM",0.0171679127571376
"2","mean","CB",0.0171679127571376
"3","mean","GR",0.0169418582396795
"4","mean","ML",0.0139577054543442
"5","var","PM",0.840238940574263
"6","var","CB",0.992308148347725
"7","var","GR",0.978815740355328
"8","var","ML",1.21861301506258
"9","var","true",1.00375377682185
"10","SSEL","PM",0.144223006328446
"11","SSEL","CB",0.148306467970589
"12","SSEL","GR",0.155142326383971
"13","SSEL","ML",0.207054671115163
"14","WSSEL","PM",7.2111503164223
"15","WSSEL","CB",7.41532339852947
"16","WSSEL","GR",7.75711631919856
"17","WSSEL","ML",10.3527335557581
"18","ISEL","PM",0.00706506255479325
"19","ISEL","CB",0.00599573767011996
"20","ISEL","GR",0.00439967269929785
"21","ISEL","ML",0.0070231296605868
"22","SELrank","PM",0.0144487504805844
"23","SELrank","CB",0.0144487504805844
"24","SELrank","GR",0.0143384851980008
"25","SELrank","ML",0.0161417916186082
