"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0332,-0.0168
"2","PM",0.1,0.0801999999999999,-0.0198
"3","PM",0.25,0.225,-0.025
"4","PM",0.75,0.7634,0.0134
"5","PM",0.9,0.919199999999999,0.0192
"6","PM",0.95,0.964399999999999,0.0144
"7","CB",0.05,0.047,-0.003
"8","CB",0.1,0.0977999999999999,-0.0022
"9","CB",0.25,0.2422,-0.0078
"10","CB",0.75,0.7438,-0.0062
"11","CB",0.9,0.9004,4e-04
"12","CB",0.95,0.9518,0.0018
"13","GR",0.05,0.0466,-0.0034
"14","GR",0.1,0.0969999999999999,-0.003
"15","GR",0.25,0.2448,-0.0052
"16","GR",0.75,0.7426,-0.0074
"17","GR",0.9,0.8986,-0.0014
"18","GR",0.95,0.9508,8e-04
"19","ML",0.05,0.066,0.016
"20","ML",0.1,0.116,0.016
"21","ML",0.25,0.264,0.014
"22","ML",0.75,0.7282,-0.0218
"23","ML",0.9,0.878600000000001,-0.0214
"24","ML",0.95,0.9368,-0.0132
