"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0156,-0.0344
"2","PM",0.1,0.038,-0.062
"3","PM",0.25,0.1448,-0.1052
"4","PM",0.75,0.8128,0.0628
"5","PM",0.9,0.9396,0.0396
"6","PM",0.95,0.9772,0.0272
"7","CB",0.05,0.0492,-8e-04
"8","CB",0.1,0.0952,-0.0048
"9","CB",0.25,0.2256,-0.0244
"10","CB",0.75,0.7412,-0.0088
"11","CB",0.9,0.8808,-0.0192
"12","CB",0.95,0.930000000000001,-0.02
"13","GR",0.05,0.0484,-0.0016
"14","GR",0.1,0.0924,-0.0076
"15","GR",0.25,0.23,-0.02
"16","GR",0.75,0.7292,-0.0208
"17","GR",0.9,0.8808,-0.0192
"18","GR",0.95,0.9368,-0.0132
"19","ML",0.05,0.1332,0.0832
"20","ML",0.1,0.1856,0.0856
"21","ML",0.25,0.3164,0.0664
"22","ML",0.75,0.66,-0.09
"23","ML",0.9,0.786,-0.114
"24","ML",0.95,0.8484,-0.1016
