"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0.0012
"[-5.52,-5.28)",0,0,0,0.0016
"[-5.28,-5.04)",0,0,0,0.0028
"[-5.04,-4.8)",0,0,0,0.0024
"[-4.8,-4.56)",0,0,0,0.0028
"[-4.56,-4.32)",0,0,0,0.002
"[-4.32,-4.08)",0,0,0,0.0024
"[-4.08,-3.84)",0,8e-04,0,0.0032
"[-3.84,-3.6)",0,4e-04,0,0.006
"[-3.6,-3.36)",0,4e-04,4e-04,0.0048
"[-3.36,-3.12)",0,4e-04,0.0012,0.0056
"[-3.12,-2.88)",8e-04,4e-04,4e-04,0.008
"[-2.88,-2.64)",8e-04,0.004,0.002,0.0092
"[-2.64,-2.4)",0,0.0044,0.0028,0.0132
"[-2.4,-2.16)",4e-04,0.0084,0.0056,0.0144
"[-2.16,-1.92)",0.0036,0.0088,0.0116,0.0212
"[-1.92,-1.68)",0.0096,0.0188,0.0196,0.026
"[-1.68,-1.44)",0.0096,0.0276,0.0268,0.0288
"[-1.44,-1.2)",0.0208,0.0328,0.0364,0.0436
"[-1.2,-0.96)",0.0356,0.0428,0.05,0.0436
"[-0.96,-0.72)",0.0524,0.0644,0.0604,0.0556
"[-0.72,-0.48)",0.0884,0.0672,0.0824,0.0616
"[-0.48,-0.24)",0.1136,0.0988,0.0888,0.0644
"[-0.24,0)",0.136,0.1056,0.0948,0.0664
"[0,0.24)",0.1332,0.0996,0.0928,0.0592
"[0.24,0.48)",0.1284,0.0924,0.088,0.0576
"[0.48,0.72)",0.0924,0.0776,0.0788,0.0652
"[0.72,0.96)",0.0636,0.0624,0.0688,0.0536
"[0.96,1.2)",0.0404,0.048,0.0552,0.044
"[1.2,1.44)",0.0308,0.038,0.0424,0.0404
"[1.44,1.68)",0.018,0.028,0.0328,0.0404
"[1.68,1.92)",0.0084,0.0248,0.0204,0.0284
"[1.92,2.16)",0.0056,0.0156,0.0136,0.024
"[2.16,2.4)",0.0036,0.0096,0.0112,0.0192
"[2.4,2.64)",0.0016,0.0072,0.0048,0.0128
"[2.64,2.88)",0.0016,0.004,0.0052,0.0108
"[2.88,3.12)",8e-04,0.0024,0.0016,0.0104
"[3.12,3.36)",0,8e-04,0,0.0048
"[3.36,3.6)",0,0.0016,8e-04,0.0064
"[3.6,3.84)",0,0.0012,4e-04,0.006
"[3.84,4.08)",0,4e-04,0,0.0036
"[4.08,4.32)",0,4e-04,0,0.0044
"[4.32,4.56)",0,0,0,0.0036
"[4.56,4.8)",0,0,0,0.0012
"[4.8,5.04)",0,0,0,0.0024
"[5.04,5.28)",0,0,0,0.0016
"[5.28,5.52)",0,0,0,4e-04
"[5.52,5.76)",0,0,0,0.0012
"[5.76,6)",0,0,0,8e-04
