"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0396,-0.0104
"2","PM",0.1,0.0764000000000001,-0.0236
"3","PM",0.25,0.1792,-0.0708
"4","PM",0.75,0.7428,-0.0072
"5","PM",0.9,0.9544,0.0544
"6","PM",0.95,0.9796,0.0296
"7","CB",0.05,0.0692,0.0192
"8","CB",0.1,0.1108,0.0108
"9","CB",0.25,0.228,-0.022
"10","CB",0.75,0.721600000000001,-0.0284
"11","CB",0.9,0.9328,0.0328
"12","CB",0.95,0.962,0.012
"13","GR",0.05,0.0816,0.0316
"14","GR",0.1,0.1224,0.0224
"15","GR",0.25,0.2272,-0.0228
"16","GR",0.75,0.7036,-0.0464
"17","GR",0.9,0.942399999999999,0.0424
"18","GR",0.95,0.9692,0.0192
"19","ML",0.05,0.1184,0.0684
"20","ML",0.1,0.164,0.064
"21","ML",0.25,0.2864,0.0364
"22","ML",0.75,0.6848,-0.0652
"23","ML",0.9,0.907200000000001,0.0072
"24","ML",0.95,0.9424,-0.0076
