"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0076
"[-5.76,-5.52)",0,4e-04,0,0.0044
"[-5.52,-5.28)",0,4e-04,0,0.0068
"[-5.28,-5.04)",0,8e-04,0,0.006
"[-5.04,-4.8)",0,4e-04,0,0.008
"[-4.8,-4.56)",0,8e-04,8e-04,0.0076
"[-4.56,-4.32)",0,0,0,0.0076
"[-4.32,-4.08)",0,0.0016,0.0012,0.006
"[-4.08,-3.84)",0,0.0016,0.0012,0.0108
"[-3.84,-3.6)",0,0.0028,0.0024,0.01
"[-3.6,-3.36)",0,8e-04,0.0044,0.0084
"[-3.36,-3.12)",0,0.004,0.0052,0.0128
"[-3.12,-2.88)",8e-04,0.0056,0.0096,0.0172
"[-2.88,-2.64)",0.0012,0.0096,0.008,0.016
"[-2.64,-2.4)",0,0.0172,0.0116,0.0204
"[-2.4,-2.16)",0.0012,0.0208,0.016,0.02
"[-2.16,-1.92)",8e-04,0.0216,0.0228,0.0176
"[-1.92,-1.68)",0.004,0.0312,0.0244,0.0244
"[-1.68,-1.44)",0.0168,0.034,0.0332,0.0352
"[-1.44,-1.2)",0.036,0.0404,0.0396,0.0244
"[-1.2,-0.96)",0.0636,0.0496,0.0528,0.0196
"[-0.96,-0.72)",0.0784,0.0624,0.0576,0.0364
"[-0.72,-0.48)",0.0884,0.0568,0.0668,0.0304
"[-0.48,-0.24)",0.096,0.0656,0.0696,0.028
"[-0.24,0)",0.102,0.0644,0.0716,0.0316
"[0,0.24)",0.102,0.0676,0.0712,0.0308
"[0.24,0.48)",0.0976,0.0652,0.0676,0.0312
"[0.48,0.72)",0.0976,0.066,0.0612,0.0308
"[0.72,0.96)",0.0784,0.0476,0.0532,0.0284
"[0.96,1.2)",0.0464,0.0556,0.0484,0.0296
"[1.2,1.44)",0.0356,0.0432,0.0408,0.0296
"[1.44,1.68)",0.0184,0.0352,0.0328,0.0248
"[1.68,1.92)",0.0116,0.03,0.0252,0.0216
"[1.92,2.16)",0.0068,0.024,0.022,0.0192
"[2.16,2.4)",0.0048,0.0148,0.0188,0.0224
"[2.4,2.64)",0.0024,0.0112,0.0128,0.016
"[2.64,2.88)",0.0028,0.0068,0.0108,0.0148
"[2.88,3.12)",0.0028,0.01,0.0084,0.0156
"[3.12,3.36)",0.0016,0.008,0.0076,0.008
"[3.36,3.6)",8e-04,0.0048,0.0072,0.0148
"[3.6,3.84)",4e-04,0.004,0.002,0.0096
"[3.84,4.08)",4e-04,0.0016,0.0016,0.0096
"[4.08,4.32)",0,0.0028,0.0036,0.0136
"[4.32,4.56)",0,0.002,0.002,0.0088
"[4.56,4.8)",0,0.0012,0.0016,0.0088
"[4.8,5.04)",0,0.0012,8e-04,0.0084
"[5.04,5.28)",0,8e-04,4e-04,0.0088
"[5.28,5.52)",4e-04,0.0012,4e-04,0.0056
"[5.52,5.76)",0,0,0,0.0044
"[5.76,6)",0,4e-04,4e-04,0.0044
