"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0406,-0.0094
"2","PM",0.1,0.0754,-0.0246
"3","PM",0.25,0.1954,-0.0546
"4","PM",0.75,0.7454,-0.0046
"5","PM",0.9,0.9484,0.0484
"6","PM",0.95,0.9724,0.0224
"7","CB",0.05,0.0714,0.0214
"8","CB",0.1,0.1182,0.0182
"9","CB",0.25,0.2452,-0.0048
"10","CB",0.75,0.7258,-0.0242
"11","CB",0.9,0.9252,0.0252
"12","CB",0.95,0.952,0.002
"13","GR",0.05,0.0828,0.0328
"14","GR",0.1,0.1288,0.0288
"15","GR",0.25,0.2428,-0.0072
"16","GR",0.75,0.7048,-0.0452
"17","GR",0.9,0.9344,0.0344
"18","GR",0.95,0.9602,0.0102
"19","ML",0.05,0.125,0.075
"20","ML",0.1,0.1828,0.0828
"21","ML",0.25,0.3014,0.0514
"22","ML",0.75,0.6834,-0.0666
"23","ML",0.9,0.8892,-0.0108
"24","ML",0.95,0.9274,-0.0226
