"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0242,-0.0258
"2","PM",0.1,0.0578,-0.0422
"3","PM",0.25,0.1798,-0.0702
"4","PM",0.75,0.7732,0.0232
"5","PM",0.9,0.9288,0.0288
"6","PM",0.95,0.9666,0.0166
"7","CB",0.05,0.0492,-8e-04
"8","CB",0.1,0.0884,-0.0116
"9","CB",0.25,0.221,-0.029
"10","CB",0.75,0.7332,-0.0168
"11","CB",0.9,0.889200000000001,-0.0108
"12","CB",0.95,0.9416,-0.0084
"13","GR",0.05,0.045,-0.005
"14","GR",0.1,0.0893999999999999,-0.0106
"15","GR",0.25,0.2296,-0.0204
"16","GR",0.75,0.7282,-0.0218
"17","GR",0.9,0.8866,-0.0134
"18","GR",0.95,0.9386,-0.0114
"19","ML",0.05,0.0884,0.0384
"20","ML",0.1,0.1408,0.0408
"21","ML",0.25,0.2704,0.0204
"22","ML",0.75,0.6928,-0.0572
"23","ML",0.9,0.832199999999999,-0.0678
"24","ML",0.95,0.892,-0.058
