"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.024,-0.026
"2","PM",0.1,0.046,-0.054
"3","PM",0.25,0.1316,-0.1184
"4","PM",0.75,0.736,-0.014
"5","PM",0.9,0.986,0.086
"6","PM",0.95,0.992,0.042
"7","CB",0.05,0.1164,0.0664
"8","CB",0.1,0.1532,0.0532
"9","CB",0.25,0.2468,-0.0032
"10","CB",0.75,0.6708,-0.0792
"11","CB",0.9,0.9344,0.0344
"12","CB",0.95,0.9592,0.0092
"13","GR",0.05,0.1004,0.0504
"14","GR",0.1,0.1392,0.0392
"15","GR",0.25,0.2328,-0.0172
"16","GR",0.75,0.67,-0.08
"17","GR",0.9,0.9384,0.0384
"18","GR",0.95,0.9604,0.0104
"19","ML",0.05,0.3416,0.2916
"20","ML",0.1,0.3656,0.2656
"21","ML",0.25,0.4116,0.1616
"22","ML",0.75,0.55,-0.2
"23","ML",0.9,0.7088,-0.1912
"24","ML",0.95,0.7372,-0.2128
