"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0591,0.0091
"2","PM",0.1,0.0991,-9e-04
"3","PM",0.25,0.2006,-0.0494
"4","PM",0.75,0.7053,-0.0447
"5","PM",0.9,0.9851,0.0851
"6","PM",0.95,0.9943,0.0443
"7","CB",0.05,0.2068,0.1568
"8","CB",0.1,0.2466,0.1466
"9","CB",0.25,0.3257,0.0757
"10","CB",0.75,0.6176,-0.1324
"11","CB",0.9,0.8787,-0.0213
"12","CB",0.95,0.9165,-0.0335
"13","GR",0.05,0.2076,0.1576
"14","GR",0.1,0.2484,0.1484
"15","GR",0.25,0.3284,0.0784
"16","GR",0.75,0.6137,-0.1363
"17","GR",0.9,0.8747,-0.0253
"18","GR",0.95,0.9139,-0.0361
"19","ML",0.05,0.3452,0.2952
"20","ML",0.1,0.3689,0.2689
"21","ML",0.25,0.4151,0.1651
"22","ML",0.75,0.5562,-0.1938
"23","ML",0.9,0.707,-0.193
"24","ML",0.95,0.7408,-0.2092
