"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,4e-04,0,0.0052
"[-5.76,-5.52)",0,4e-04,1e-04,0.0072
"[-5.52,-5.28)",0,1e-04,4e-04,0.006
"[-5.28,-5.04)",0,5e-04,4e-04,0.0083
"[-5.04,-4.8)",0,7e-04,7e-04,0.0081
"[-4.8,-4.56)",0,7e-04,9e-04,0.0097
"[-4.56,-4.32)",0,0.0015,0.0019,0.0108
"[-4.32,-4.08)",0,0.0017,0.0027,0.0108
"[-4.08,-3.84)",0,0.0036,0.0028,0.0111
"[-3.84,-3.6)",0,0.0036,0.0039,0.012
"[-3.6,-3.36)",0,0.0061,0.0055,0.013
"[-3.36,-3.12)",3e-04,0.0072,0.0066,0.0135
"[-3.12,-2.88)",2e-04,0.0085,0.0094,0.0181
"[-2.88,-2.64)",7e-04,0.0111,0.0121,0.0172
"[-2.64,-2.4)",0.0012,0.0159,0.0154,0.0199
"[-2.4,-2.16)",0.0023,0.0179,0.0192,0.0209
"[-2.16,-1.92)",0.0048,0.0215,0.0248,0.0206
"[-1.92,-1.68)",0.0084,0.0318,0.0294,0.0246
"[-1.68,-1.44)",0.016,0.0357,0.0358,0.0243
"[-1.44,-1.2)",0.0316,0.0455,0.0421,0.0273
"[-1.2,-0.96)",0.0537,0.047,0.0497,0.0292
"[-0.96,-0.72)",0.0676,0.0554,0.0551,0.0299
"[-0.72,-0.48)",0.0971,0.0591,0.0607,0.0316
"[-0.48,-0.24)",0.1102,0.0687,0.064,0.0294
"[-0.24,0)",0.1268,0.0663,0.0661,0.036
"[0,0.24)",0.1172,0.0685,0.066,0.0327
"[0.24,0.48)",0.1075,0.0655,0.0637,0.0292
"[0.48,0.72)",0.0884,0.0575,0.0583,0.0305
"[0.72,0.96)",0.0662,0.0524,0.0534,0.0304
"[0.96,1.2)",0.0448,0.0469,0.0477,0.0281
"[1.2,1.44)",0.026,0.0404,0.0401,0.0263
"[1.44,1.68)",0.0139,0.0345,0.0337,0.0231
"[1.68,1.92)",0.0078,0.0258,0.0283,0.0225
"[1.92,2.16)",0.003,0.0225,0.0225,0.0226
"[2.16,2.4)",0.0019,0.0181,0.0184,0.0202
"[2.4,2.64)",0.0014,0.0129,0.0149,0.02
"[2.64,2.88)",6e-04,0.0111,0.0107,0.0185
"[2.88,3.12)",1e-04,0.0086,0.0088,0.0172
"[3.12,3.36)",1e-04,0.006,0.0065,0.0141
"[3.36,3.6)",1e-04,0.0036,0.0048,0.0138
"[3.6,3.84)",1e-04,0.0031,0.0035,0.0116
"[3.84,4.08)",0,0.0029,0.0026,0.0111
"[4.08,4.32)",0,0.0028,0.0028,0.0095
"[4.32,4.56)",0,0.0022,0.0011,0.0105
"[4.56,4.8)",0,7e-04,0.0013,0.0092
"[4.8,5.04)",0,4e-04,6e-04,0.0082
"[5.04,5.28)",0,8e-04,3e-04,0.0061
"[5.28,5.52)",0,4e-04,1e-04,0.0077
"[5.52,5.76)",0,3e-04,2e-04,0.0059
"[5.76,6)",0,4e-04,0,0.0059
