"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.044,-0.006
"2","PM",0.1,0.0856,-0.0144
"3","PM",0.25,0.224,-0.026
"4","PM",0.75,0.782,0.032
"5","PM",0.9,0.9192,0.0192
"6","PM",0.95,0.962399999999999,0.0124
"7","CB",0.05,0.0556,0.0056
"8","CB",0.1,0.102,0.002
"9","CB",0.25,0.2408,-0.0092
"10","CB",0.75,0.7616,0.0116
"11","CB",0.9,0.9072,0.0072
"12","CB",0.95,0.953599999999999,0.0036
"13","GR",0.05,0.0548,0.0048
"14","GR",0.1,0.1028,0.0028
"15","GR",0.25,0.242,-0.008
"16","GR",0.75,0.766,0.016
"17","GR",0.9,0.9056,0.0056
"18","GR",0.95,0.950799999999999,8e-04
"19","ML",0.05,0.0740000000000001,0.024
"20","ML",0.1,0.1292,0.0292
"21","ML",0.25,0.2676,0.0176
"22","ML",0.75,0.7368,-0.0132
"23","ML",0.9,0.882400000000001,-0.0176
"24","ML",0.95,0.932,-0.018
