"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.046,-0.004
"2","PM",0.1,0.1004,4e-04
"3","PM",0.25,0.2468,-0.0032
"4","PM",0.75,0.742,-0.008
"5","PM",0.9,0.9012,0.0012
"6","PM",0.95,0.9528,0.0028
"7","CB",0.05,0.054,0.004
"8","CB",0.1,0.1092,0.0092
"9","CB",0.25,0.2588,0.0088
"10","CB",0.75,0.7352,-0.0148
"11","CB",0.9,0.892,-0.008
"12","CB",0.95,0.9484,-0.0016
"13","GR",0.05,0.0532,0.0032
"14","GR",0.1,0.1108,0.0108
"15","GR",0.25,0.26,0.01
"16","GR",0.75,0.7276,-0.0224
"17","GR",0.9,0.8876,-0.0124
"18","GR",0.95,0.9464,-0.0036
"19","ML",0.05,0.0636,0.0136
"20","ML",0.1,0.1176,0.0176
"21","ML",0.25,0.2748,0.0248
"22","ML",0.75,0.7192,-0.0308
"23","ML",0.9,0.8804,-0.0196
"24","ML",0.95,0.9376,-0.0124
