"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0084
"[-5.76,-5.52)",0,0,4e-04,0.0072
"[-5.52,-5.28)",0,4e-04,4e-04,0.0088
"[-5.28,-5.04)",0,8e-04,0,0.0048
"[-5.04,-4.8)",0,0.0016,4e-04,0.0108
"[-4.8,-4.56)",0,0.0012,4e-04,0.008
"[-4.56,-4.32)",4e-04,0.0016,0.0016,0.0128
"[-4.32,-4.08)",0,4e-04,0.0028,0.0096
"[-4.08,-3.84)",0,0.0028,0.0044,0.0128
"[-3.84,-3.6)",4e-04,0.0028,0.0044,0.012
"[-3.6,-3.36)",4e-04,0.0044,0.0064,0.0116
"[-3.36,-3.12)",4e-04,0.0044,0.0072,0.0144
"[-3.12,-2.88)",0,0.012,0.0116,0.022
"[-2.88,-2.64)",8e-04,0.0148,0.0108,0.0192
"[-2.64,-2.4)",8e-04,0.0208,0.0148,0.0204
"[-2.4,-2.16)",0.004,0.0236,0.0176,0.0204
"[-2.16,-1.92)",0.006,0.0288,0.0244,0.0236
"[-1.92,-1.68)",0.016,0.0348,0.0316,0.0188
"[-1.68,-1.44)",0.0264,0.0396,0.0352,0.0252
"[-1.44,-1.2)",0.0496,0.046,0.044,0.0268
"[-1.2,-0.96)",0.0536,0.0444,0.0492,0.0288
"[-0.96,-0.72)",0.08,0.0508,0.0556,0.0256
"[-0.72,-0.48)",0.0988,0.0612,0.0604,0.0316
"[-0.48,-0.24)",0.1076,0.062,0.0664,0.0324
"[-0.24,0)",0.096,0.0628,0.0676,0.0316
"[0,0.24)",0.0884,0.0556,0.0664,0.0316
"[0.24,0.48)",0.0876,0.0592,0.062,0.0316
"[0.48,0.72)",0.0884,0.0544,0.0592,0.0284
"[0.72,0.96)",0.0512,0.0488,0.0484,0.026
"[0.96,1.2)",0.0376,0.048,0.0444,0.0312
"[1.2,1.44)",0.0392,0.0368,0.042,0.0192
"[1.44,1.68)",0.0348,0.0372,0.0324,0.0284
"[1.68,1.92)",0.0188,0.0348,0.028,0.026
"[1.92,2.16)",0.0056,0.0172,0.0216,0.0188
"[2.16,2.4)",0.0024,0.0204,0.0156,0.02
"[2.4,2.64)",0.0016,0.0152,0.0152,0.0276
"[2.64,2.88)",0.0016,0.0096,0.0132,0.0168
"[2.88,3.12)",0,0.0124,0.0088,0.0168
"[3.12,3.36)",8e-04,0.01,0.0072,0.0144
"[3.36,3.6)",4e-04,0.0068,0.0048,0.016
"[3.6,3.84)",0,0.0016,0.0044,0.012
"[3.84,4.08)",4e-04,0.0036,0.0028,0.0084
"[4.08,4.32)",0,4e-04,0.002,0.0096
"[4.32,4.56)",0,0.0012,4e-04,0.0076
"[4.56,4.8)",0,8e-04,8e-04,0.0052
"[4.8,5.04)",0,4e-04,0.0016,0.0104
"[5.04,5.28)",0,4e-04,4e-04,0.008
"[5.28,5.52)",0,0.0016,0,0.0064
"[5.52,5.76)",0,4e-04,0,0.0036
"[5.76,6)",0,0,4e-04,0.0048
