"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0952,0.0452
"2","PM",0.1,0.1456,0.0456
"3","PM",0.25,0.2516,0.0016
"4","PM",0.75,0.6872,-0.0628
"5","PM",0.9,0.9708,0.0708
"6","PM",0.95,0.992,0.042
"7","CB",0.05,0.2344,0.1844
"8","CB",0.1,0.2684,0.1684
"9","CB",0.25,0.3484,0.0984
"10","CB",0.75,0.6148,-0.1352
"11","CB",0.9,0.8644,-0.0356
"12","CB",0.95,0.9076,-0.0424
"13","GR",0.05,0.2116,0.1616
"14","GR",0.1,0.25,0.15
"15","GR",0.25,0.3332,0.0832
"16","GR",0.75,0.62,-0.13
"17","GR",0.9,0.874,-0.026
"18","GR",0.95,0.916,-0.034
"19","ML",0.05,0.358,0.308
"20","ML",0.1,0.3836,0.2836
"21","ML",0.25,0.4228,0.1728
"22","ML",0.75,0.564,-0.186
"23","ML",0.9,0.7128,-0.1872
"24","ML",0.95,0.748,-0.202
