"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,4e-04
"[-4.8,-4.56)",0,0,0,4e-04
"[-4.56,-4.32)",0,0,0,4e-04
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,4e-04
"[-3.84,-3.6)",0,0,0,0.0012
"[-3.6,-3.36)",0,0,0,0.0012
"[-3.36,-3.12)",0,0,0,0.0036
"[-3.12,-2.88)",0,0,0,0.0024
"[-2.88,-2.64)",0,0,4e-04,0.0032
"[-2.64,-2.4)",0,4e-04,8e-04,0.0084
"[-2.4,-2.16)",4e-04,0.004,0.0036,0.0064
"[-2.16,-1.92)",0.002,0.0072,0.0096,0.0152
"[-1.92,-1.68)",0.0048,0.016,0.0164,0.0252
"[-1.68,-1.44)",0.0148,0.0236,0.0268,0.0372
"[-1.44,-1.2)",0.0276,0.0432,0.0404,0.0484
"[-1.2,-0.96)",0.0496,0.0688,0.0604,0.0732
"[-0.96,-0.72)",0.0892,0.0852,0.0828,0.0824
"[-0.72,-0.48)",0.122,0.1008,0.0976,0.0752
"[-0.48,-0.24)",0.118,0.094,0.1004,0.0752
"[-0.24,0)",0.1184,0.0984,0.0996,0.0716
"[0,0.24)",0.1204,0.104,0.0936,0.076
"[0.24,0.48)",0.0912,0.082,0.0828,0.0688
"[0.48,0.72)",0.07,0.064,0.0704,0.0596
"[0.72,0.96)",0.0592,0.0536,0.0572,0.0524
"[0.96,1.2)",0.036,0.0452,0.0472,0.0472
"[1.2,1.44)",0.0224,0.0292,0.0304,0.0368
"[1.44,1.68)",0.0148,0.0236,0.0264,0.0324
"[1.68,1.92)",0.0148,0.0156,0.02,0.0224
"[1.92,2.16)",0.0088,0.0112,0.0108,0.0188
"[2.16,2.4)",0.0076,0.0112,0.0088,0.0132
"[2.4,2.64)",0.002,0.0068,0.0052,0.0096
"[2.64,2.88)",0.0032,0.0044,0.004,0.0096
"[2.88,3.12)",0.0016,0.0016,0.0024,0.006
"[3.12,3.36)",0,0.0028,8e-04,0.0032
"[3.36,3.6)",4e-04,0.002,4e-04,0.0028
"[3.6,3.84)",0,0,0,0.0024
"[3.84,4.08)",8e-04,0,4e-04,0.0016
"[4.08,4.32)",0,8e-04,4e-04,0.0024
"[4.32,4.56)",0,4e-04,0,8e-04
"[4.56,4.8)",0,0,0,0.0012
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,4e-04
"[5.52,5.76)",0,0,0,4e-04
"[5.76,6)",0,0,0,0
