"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,4e-04,0,0.0036
"[-5.76,-5.52)",0,0,4e-04,0.004
"[-5.52,-5.28)",0,4e-04,0,0.0068
"[-5.28,-5.04)",0,4e-04,4e-04,0.0056
"[-5.04,-4.8)",0,4e-04,4e-04,0.01
"[-4.8,-4.56)",0,0.002,8e-04,0.0044
"[-4.56,-4.32)",0,0.0012,0.0016,0.0104
"[-4.32,-4.08)",0,0.0012,0.0012,0.012
"[-4.08,-3.84)",4e-04,0.0024,0.0036,0.0096
"[-3.84,-3.6)",0,0.0048,0.0048,0.0096
"[-3.6,-3.36)",0,0.0088,0.0048,0.0132
"[-3.36,-3.12)",0,0.0084,0.004,0.014
"[-3.12,-2.88)",8e-04,0.0068,0.01,0.0132
"[-2.88,-2.64)",0.0012,0.0156,0.0116,0.0172
"[-2.64,-2.4)",0.0028,0.014,0.01,0.012
"[-2.4,-2.16)",0.0044,0.0184,0.02,0.0176
"[-2.16,-1.92)",0.0052,0.0236,0.0228,0.0196
"[-1.92,-1.68)",0.0152,0.0264,0.0284,0.0248
"[-1.68,-1.44)",0.0268,0.0328,0.0328,0.0292
"[-1.44,-1.2)",0.0536,0.0328,0.0452,0.0248
"[-1.2,-0.96)",0.0656,0.0516,0.046,0.0288
"[-0.96,-0.72)",0.0616,0.0556,0.0568,0.0272
"[-0.72,-0.48)",0.078,0.0544,0.0636,0.03
"[-0.48,-0.24)",0.082,0.0744,0.0668,0.0356
"[-0.24,0)",0.1048,0.0624,0.0676,0.0336
"[0,0.24)",0.096,0.0644,0.0724,0.0312
"[0.24,0.48)",0.0972,0.0684,0.0668,0.0316
"[0.48,0.72)",0.0848,0.0696,0.0612,0.036
"[0.72,0.96)",0.0848,0.0592,0.058,0.0288
"[0.96,1.2)",0.062,0.044,0.0484,0.0312
"[1.2,1.44)",0.0328,0.0452,0.0412,0.0308
"[1.44,1.68)",0.0196,0.0324,0.0344,0.0184
"[1.68,1.92)",0.0068,0.0296,0.0252,0.0188
"[1.92,2.16)",0.0084,0.0216,0.02,0.0216
"[2.16,2.4)",0.0012,0.0124,0.0144,0.0208
"[2.4,2.64)",0.0016,0.012,0.014,0.0156
"[2.64,2.88)",8e-04,0.0092,0.012,0.0212
"[2.88,3.12)",0,0.0112,0.0072,0.014
"[3.12,3.36)",0,0.0052,0.004,0.0092
"[3.36,3.6)",0,0.0024,0.0044,0.0128
"[3.6,3.84)",0,0.0032,0.0052,0.0116
"[3.84,4.08)",0,0.004,0.002,0.01
"[4.08,4.32)",0,0.0012,0.0016,0.01
"[4.32,4.56)",0.0012,0.0016,8e-04,0.01
"[4.56,4.8)",0,4e-04,8e-04,0.0092
"[4.8,5.04)",0,8e-04,0,0.006
"[5.04,5.28)",0,8e-04,8e-04,0.0064
"[5.28,5.52)",0,0,0,0.0076
"[5.52,5.76)",0,0,0,0.0032
"[5.76,6)",0,0,4e-04,0.0056
