"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0416,-0.0084
"2","PM",0.1,0.1244,0.0244
"3","PM",0.25,0.2924,0.0424
"4","PM",0.75,0.7272,-0.0228
"5","PM",0.9,0.9164,0.0164
"6","PM",0.95,0.9696,0.0196
"7","CB",0.05,0.1496,0.0996
"8","CB",0.1,0.2136,0.1136
"9","CB",0.25,0.3492,0.0992
"10","CB",0.75,0.6524,-0.0976
"11","CB",0.9,0.796,-0.104
"12","CB",0.95,0.8716,-0.0784
"13","GR",0.05,0.14,0.09
"14","GR",0.1,0.2132,0.1132
"15","GR",0.25,0.3496,0.0996
"16","GR",0.75,0.6628,-0.0872
"17","GR",0.9,0.8008,-0.0992
"18","GR",0.95,0.8708,-0.0792
"19","ML",0.05,0.3044,0.2544
"20","ML",0.1,0.352,0.252
"21","ML",0.25,0.4176,0.1676
"22","ML",0.75,0.574,-0.176
"23","ML",0.9,0.6496,-0.2504
"24","ML",0.95,0.6976,-0.2524
