"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0068
"[-5.76,-5.52)",0,0,0,0.01
"[-5.52,-5.28)",0,0,0,0.0068
"[-5.28,-5.04)",0,0,0,0.0056
"[-5.04,-4.8)",0,8e-04,4e-04,0.0052
"[-4.8,-4.56)",0,8e-04,0.0012,0.0076
"[-4.56,-4.32)",0,0.0012,8e-04,0.0124
"[-4.32,-4.08)",4e-04,0,0.0016,0.0128
"[-4.08,-3.84)",0,0.0024,4e-04,0.0104
"[-3.84,-3.6)",0,0.0012,0.0032,0.0156
"[-3.6,-3.36)",0,0.0016,4e-04,0.0132
"[-3.36,-3.12)",0,0.0012,0.0044,0.0188
"[-3.12,-2.88)",4e-04,0.0044,0.0024,0.02
"[-2.88,-2.64)",8e-04,0.0056,0.0064,0.0184
"[-2.64,-2.4)",4e-04,0.0112,0.006,0.0236
"[-2.4,-2.16)",8e-04,0.0124,0.0076,0.0212
"[-2.16,-1.92)",0.0032,0.014,0.0144,0.0244
"[-1.92,-1.68)",0.0012,0.0192,0.0168,0.0232
"[-1.68,-1.44)",0.008,0.0304,0.0208,0.024
"[-1.44,-1.2)",0.0088,0.0372,0.0316,0.028
"[-1.2,-0.96)",0.0256,0.0476,0.0456,0.026
"[-0.96,-0.72)",0.046,0.056,0.0524,0.0252
"[-0.72,-0.48)",0.082,0.058,0.0648,0.0272
"[-0.48,-0.24)",0.1036,0.0752,0.0784,0.0228
"[-0.24,0)",0.1196,0.0748,0.0852,0.03
"[0,0.24)",0.1436,0.08,0.092,0.0316
"[0.24,0.48)",0.1668,0.0736,0.09,0.0276
"[0.48,0.72)",0.1116,0.0716,0.0812,0.0252
"[0.72,0.96)",0.0772,0.0596,0.0692,0.0332
"[0.96,1.2)",0.0576,0.0596,0.0592,0.0284
"[1.2,1.44)",0.0232,0.0568,0.0412,0.0256
"[1.44,1.68)",0.0108,0.0336,0.034,0.0292
"[1.68,1.92)",0.004,0.032,0.022,0.024
"[1.92,2.16)",0.0024,0.0232,0.0176,0.026
"[2.16,2.4)",0,0.0132,0.0124,0.028
"[2.4,2.64)",0,0.0136,0.0092,0.024
"[2.64,2.88)",8e-04,0.01,0.006,0.0196
"[2.88,3.12)",8e-04,0.0044,0.004,0.02
"[3.12,3.36)",4e-04,0.0044,0.004,0.0188
"[3.36,3.6)",0,0.0024,0.0036,0.0176
"[3.6,3.84)",0,0.0028,0.0024,0.016
"[3.84,4.08)",0,4e-04,0.0012,0.0144
"[4.08,4.32)",0,4e-04,0.0012,0.0124
"[4.32,4.56)",0,8e-04,0.0012,0.0144
"[4.56,4.8)",0,0,8e-04,0.0164
"[4.8,5.04)",0,0,8e-04,0.0104
"[5.04,5.28)",0,8e-04,8e-04,0.0092
"[5.28,5.52)",0,0,8e-04,0.0104
"[5.52,5.76)",0,8e-04,0,0.006
"[5.76,6)",0,4e-04,0,0.0036
