"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,2e-04,0,2e-04
"[-5.52,-5.28)",0,2e-04,0,8e-04
"[-5.28,-5.04)",4e-04,0,4e-04,0
"[-5.04,-4.8)",0,2e-04,0,4e-04
"[-4.8,-4.56)",0,2e-04,0,8e-04
"[-4.56,-4.32)",2e-04,4e-04,4e-04,0.001
"[-4.32,-4.08)",2e-04,0.001,0,0.001
"[-4.08,-3.84)",0,6e-04,0,8e-04
"[-3.84,-3.6)",0.0012,4e-04,0.0012,0.002
"[-3.6,-3.36)",6e-04,0.001,8e-04,0.0022
"[-3.36,-3.12)",2e-04,0.0012,4e-04,0.0028
"[-3.12,-2.88)",0.0012,0.0016,0.0014,0.005
"[-2.88,-2.64)",0.0012,0.0016,0.0022,0.0078
"[-2.64,-2.4)",0.002,0.0036,0.0026,0.0056
"[-2.4,-2.16)",0.0018,0.0046,0.0058,0.0118
"[-2.16,-1.92)",0.005,0.008,0.009,0.0132
"[-1.92,-1.68)",0.0076,0.0114,0.012,0.0196
"[-1.68,-1.44)",0.0092,0.0154,0.0192,0.0262
"[-1.44,-1.2)",0.0202,0.0264,0.029,0.0406
"[-1.2,-0.96)",0.0328,0.0362,0.043,0.0506
"[-0.96,-0.72)",0.0462,0.0622,0.0596,0.0582
"[-0.72,-0.48)",0.085,0.084,0.0814,0.0688
"[-0.48,-0.24)",0.1156,0.0994,0.101,0.0726
"[-0.24,0)",0.1492,0.1222,0.1188,0.0936
"[0,0.24)",0.1594,0.135,0.1182,0.0978
"[0.24,0.48)",0.1266,0.1084,0.1076,0.0786
"[0.48,0.72)",0.0874,0.0882,0.0846,0.0748
"[0.72,0.96)",0.055,0.0592,0.0602,0.0636
"[0.96,1.2)",0.03,0.0406,0.0456,0.0474
"[1.2,1.44)",0.0206,0.0256,0.0292,0.0358
"[1.44,1.68)",0.0106,0.0166,0.0214,0.0258
"[1.68,1.92)",0.0092,0.01,0.0134,0.0192
"[1.92,2.16)",0.0076,0.0096,0.0102,0.0176
"[2.16,2.4)",0.0038,0.0058,0.006,0.014
"[2.4,2.64)",0.0026,0.006,0.006,0.0092
"[2.64,2.88)",0.0026,0.0032,0.0026,0.0064
"[2.88,3.12)",0.0012,0.0032,0.0014,0.0052
"[3.12,3.36)",8e-04,0.0018,0.002,0.0054
"[3.36,3.6)",8e-04,0.0016,0.001,0.0034
"[3.6,3.84)",2e-04,4e-04,6e-04,0.0024
"[3.84,4.08)",2e-04,6e-04,4e-04,0.0024
"[4.08,4.32)",4e-04,4e-04,2e-04,0.001
"[4.32,4.56)",2e-04,2e-04,0,0.001
"[4.56,4.8)",2e-04,2e-04,4e-04,4e-04
"[4.8,5.04)",0,4e-04,0,8e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,2e-04,0,0
"[5.52,5.76)",0,0,0,2e-04
"[5.76,6)",0,0,0,0
