"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0588,0.0088
"2","PM",0.1,0.0973999999999999,-0.0026
"3","PM",0.25,0.2042,-0.0458
"4","PM",0.75,0.7034,-0.0466
"5","PM",0.9,0.9856,0.0856
"6","PM",0.95,0.9932,0.0432
"7","CB",0.05,0.1848,0.1348
"8","CB",0.1,0.2286,0.1286
"9","CB",0.25,0.313,0.063
"10","CB",0.75,0.6352,-0.1148
"11","CB",0.9,0.896,-0.004
"12","CB",0.95,0.929,-0.021
"13","GR",0.05,0.19,0.14
"14","GR",0.1,0.233,0.133
"15","GR",0.25,0.3164,0.0664
"16","GR",0.75,0.6244,-0.1256
"17","GR",0.9,0.8892,-0.0108
"18","GR",0.95,0.9262,-0.0238
"19","ML",0.05,0.3478,0.2978
"20","ML",0.1,0.374,0.274
"21","ML",0.25,0.4204,0.1704
"22","ML",0.75,0.5556,-0.1944
"23","ML",0.9,0.7054,-0.1946
"24","ML",0.95,0.7402,-0.2098
