"","quantity","estimator","value"
"1","mean","PM",-0.0325119237359023
"2","mean","CB",-0.0325119237359023
"3","mean","GR",-0.0324272581188903
"4","mean","ML",-0.0704583493543819
"5","var","PM",0.297393149384588
"6","var","CB",1.83785510037547
"7","var","GR",1.78194509932534
"8","var","ML",22.4660276455818
"9","var","true",1.00652424607529
"10","SSEL","PM",1.1560591690303
"11","SSEL","CB",2.03929010783133
"12","SSEL","GR",2.02107974333608
"13","SSEL","ML",21.3207595886976
"14","WSSEL","PM",57.802958451515
"15","WSSEL","CB",101.964505391566
"16","WSSEL","GR",101.053987166804
"17","WSSEL","ML",1066.03797943488
"18","ISEL","PM",0.180082025242213
"19","ISEL","CB",0.118055171171616
"20","ISEL","GR",0.106172730113164
"21","ISEL","ML",0.423470001555944
"22","SELrank","PM",0.10643044982699
"23","SELrank","CB",0.10643044982699
"24","SELrank","GR",0.106215301806997
"25","SELrank","ML",0.118884736639754
