"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0026,-0.0474
"2","PM",0.1,0.0104,-0.0896
"3","PM",0.25,0.0864,-0.1636
"4","PM",0.75,0.9218,0.1718
"5","PM",0.9,0.9876,0.0876
"6","PM",0.95,0.9932,0.0432
"7","CB",0.05,0.043,-0.007
"8","CB",0.1,0.079,-0.021
"9","CB",0.25,0.203,-0.047
"10","CB",0.75,0.8148,0.0648
"11","CB",0.9,0.926799999999999,0.0268
"12","CB",0.95,0.951599999999999,0.0016
"13","GR",0.05,0.045,-0.005
"14","GR",0.1,0.076,-0.024
"15","GR",0.25,0.1992,-0.0508
"16","GR",0.75,0.815,0.065
"17","GR",0.9,0.9264,0.0264
"18","GR",0.95,0.956,0.006
"19","ML",0.05,0.3044,0.2544
"20","ML",0.1,0.3422,0.2422
"21","ML",0.25,0.4166,0.1666
"22","ML",0.75,0.595,-0.155
"23","ML",0.9,0.668,-0.232
"24","ML",0.95,0.7084,-0.2416
