"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,4e-04
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,4e-04,0,4e-04
"[-4.32,-4.08)",0,0,0,4e-04
"[-4.08,-3.84)",0,0,0,4e-04
"[-3.84,-3.6)",0,4e-04,4e-04,0
"[-3.6,-3.36)",4e-04,0,4e-04,0.002
"[-3.36,-3.12)",0,4e-04,4e-04,0.0036
"[-3.12,-2.88)",4e-04,8e-04,0.0016,0.006
"[-2.88,-2.64)",4e-04,8e-04,0.0032,0.0112
"[-2.64,-2.4)",8e-04,0.0036,0.0044,0.0152
"[-2.4,-2.16)",0,0.0084,0.0064,0.0172
"[-2.16,-1.92)",0.0036,0.0104,0.0136,0.02
"[-1.92,-1.68)",0.0088,0.0116,0.0124,0.0388
"[-1.68,-1.44)",0.0108,0.0232,0.026,0.0396
"[-1.44,-1.2)",0.0212,0.0352,0.0272,0.0432
"[-1.2,-0.96)",0.0272,0.0528,0.0388,0.062
"[-0.96,-0.72)",0.0492,0.066,0.0588,0.0668
"[-0.72,-0.48)",0.0972,0.094,0.0856,0.0612
"[-0.48,-0.24)",0.146,0.1084,0.1116,0.0628
"[-0.24,0)",0.1668,0.1132,0.1316,0.0676
"[0,0.24)",0.1628,0.1148,0.1268,0.0684
"[0.24,0.48)",0.1076,0.0832,0.0952,0.0652
"[0.48,0.72)",0.0724,0.0744,0.0696,0.0536
"[0.72,0.96)",0.0364,0.0576,0.0512,0.06
"[0.96,1.2)",0.03,0.036,0.0384,0.0356
"[1.2,1.44)",0.02,0.0308,0.0276,0.0412
"[1.44,1.68)",0.016,0.0232,0.0192,0.0356
"[1.68,1.92)",0.008,0.0136,0.0152,0.03
"[1.92,2.16)",0.0052,0.0132,0.0112,0.0232
"[2.16,2.4)",0.0032,0.008,0.0084,0.0176
"[2.4,2.64)",0.0016,0.006,0.0048,0.016
"[2.64,2.88)",0.0012,0.0028,0.0036,0.0084
"[2.88,3.12)",0.0016,0.0016,0.0036,0.0072
"[3.12,3.36)",0,0.0012,0.0012,0.0064
"[3.36,3.6)",8e-04,0.0012,0.0012,0.0028
"[3.6,3.84)",0,0.0016,0,0.0036
"[3.84,4.08)",4e-04,0,4e-04,0.0016
"[4.08,4.32)",0,8e-04,0,8e-04
"[4.32,4.56)",0,0,0,0.0016
"[4.56,4.8)",0,4e-04,0,8e-04
"[4.8,5.04)",0,0,0,4e-04
"[5.04,5.28)",0,0,0,8e-04
"[5.28,5.52)",0,0,0,4e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
