"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0432,-0.0068
"2","PM",0.1,0.0636,-0.0364
"3","PM",0.25,0.1348,-0.1152
"4","PM",0.75,0.7668,0.0168
"5","PM",0.9,0.9784,0.0784
"6","PM",0.95,0.99,0.04
"7","CB",0.05,0.0884,0.0384
"8","CB",0.1,0.1296,0.0296
"9","CB",0.25,0.2284,-0.0216
"10","CB",0.75,0.6936,-0.0564
"11","CB",0.9,0.9508,0.0508
"12","CB",0.95,0.9716,0.0216
"13","GR",0.05,0.0892,0.0392
"14","GR",0.1,0.1216,0.0216
"15","GR",0.25,0.2048,-0.0452
"16","GR",0.75,0.7096,-0.0404
"17","GR",0.9,0.952,0.052
"18","GR",0.95,0.9724,0.0224
"19","ML",0.05,0.194,0.144
"20","ML",0.1,0.2392,0.1392
"21","ML",0.25,0.3344,0.0844
"22","ML",0.75,0.63,-0.12
"23","ML",0.9,0.88,-0.02
"24","ML",0.95,0.9228,-0.0272
