"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0056
"[-5.76,-5.52)",0,0,0,0.0068
"[-5.52,-5.28)",0,0,0,0.0092
"[-5.28,-5.04)",0,8e-04,4e-04,0.01
"[-5.04,-4.8)",0,4e-04,4e-04,0.006
"[-4.8,-4.56)",0,4e-04,4e-04,0.0092
"[-4.56,-4.32)",0,0,4e-04,0.0088
"[-4.32,-4.08)",0,0,8e-04,0.0092
"[-4.08,-3.84)",0,4e-04,0.0012,0.0136
"[-3.84,-3.6)",0,0.0012,0.0024,0.0092
"[-3.6,-3.36)",0,0.0024,4e-04,0.0116
"[-3.36,-3.12)",0,0.0032,0.0032,0.0136
"[-3.12,-2.88)",0,0.0044,0.0028,0.0172
"[-2.88,-2.64)",8e-04,0.006,0.0056,0.0184
"[-2.64,-2.4)",4e-04,0.0072,0.0064,0.0168
"[-2.4,-2.16)",0,0.0104,0.008,0.0224
"[-2.16,-1.92)",4e-04,0.0172,0.0116,0.0276
"[-1.92,-1.68)",0.0032,0.0176,0.018,0.0208
"[-1.68,-1.44)",0.0096,0.0288,0.0224,0.0244
"[-1.44,-1.2)",0.0172,0.0384,0.0336,0.0284
"[-1.2,-0.96)",0.0308,0.0532,0.0452,0.0288
"[-0.96,-0.72)",0.0496,0.0508,0.0668,0.0284
"[-0.72,-0.48)",0.0908,0.0784,0.0784,0.0288
"[-0.48,-0.24)",0.138,0.0872,0.0944,0.028
"[-0.24,0)",0.172,0.096,0.1008,0.034
"[0,0.24)",0.1608,0.0944,0.1012,0.0328
"[0.24,0.48)",0.1168,0.0824,0.0932,0.03
"[0.48,0.72)",0.1076,0.0748,0.08,0.028
"[0.72,0.96)",0.0564,0.062,0.0644,0.0264
"[0.96,1.2)",0.0184,0.0532,0.0416,0.0296
"[1.2,1.44)",0.0128,0.028,0.0372,0.0256
"[1.44,1.68)",0.004,0.0268,0.0212,0.0264
"[1.68,1.92)",0.006,0.0208,0.0132,0.0264
"[1.92,2.16)",0.0012,0.0184,0.0112,0.024
"[2.16,2.4)",0.0012,0.0084,0.01,0.0196
"[2.4,2.64)",8e-04,0.0068,0.006,0.0172
"[2.64,2.88)",8e-04,0.0048,0.0044,0.0148
"[2.88,3.12)",4e-04,0.0036,0.004,0.0176
"[3.12,3.36)",0,0.0036,0.002,0.0144
"[3.36,3.6)",0,0.0016,0.0016,0.0188
"[3.6,3.84)",0,0.002,0.0012,0.0104
"[3.84,4.08)",0,0.0016,0.0012,0.0116
"[4.08,4.32)",0,0.0012,0,0.0116
"[4.32,4.56)",0,4e-04,8e-04,0.0104
"[4.56,4.8)",0,4e-04,4e-04,0.0104
"[4.8,5.04)",0,4e-04,8e-04,0.0064
"[5.04,5.28)",0,0,0,0.0088
"[5.28,5.52)",0,0,4e-04,0.0076
"[5.52,5.76)",0,0,0,0.0052
"[5.76,6)",0,0,4e-04,0.0088
