"","quantity","estimator","value"
"1","mean","PM",-0.00902668585410665
"2","mean","CB",-0.00902668585410665
"3","mean","GR",-0.00906927987233986
"4","mean","ML",-0.0247232974588569
"5","var","PM",0.13286897387553
"6","var","CB",1.2144488211617
"7","var","GR",1.07795676142024
"8","var","ML",15.898420996233
"9","var","true",0.968678000600458
"10","SSEL","PM",1.08933455525647
"11","SSEL","CB",1.59064256615613
"12","SSEL","GR",1.50973877289557
"13","SSEL","ML",14.7768661819184
"14","WSSEL","PM",27.2333638814117
"15","WSSEL","CB",39.7660641539033
"16","WSSEL","GR",37.7434693223892
"17","WSSEL","ML",369.421654547959
"18","ISEL","PM",0.239748006757672
"19","ISEL","CB",0.109351809785071
"20","ISEL","GR",0.105061807877587
"21","ISEL","ML",0.4495099634865
"22","SELrank","PM",0.102518343195266
"23","SELrank","CB",0.102518343195266
"24","SELrank","GR",0.103115976331361
"25","SELrank","ML",0.109779881656805
