"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0256,-0.0244
"2","PM",0.1,0.0544,-0.0456
"3","PM",0.25,0.1228,-0.1272
"4","PM",0.75,0.748,-0.002
"5","PM",0.9,0.9896,0.0896
"6","PM",0.95,0.9964,0.0464
"7","CB",0.05,0.132,0.082
"8","CB",0.1,0.1716,0.0716
"9","CB",0.25,0.2552,0.0052
"10","CB",0.75,0.6512,-0.0988
"11","CB",0.9,0.9276,0.0276
"12","CB",0.95,0.9592,0.0092
"13","GR",0.05,0.1116,0.0616
"14","GR",0.1,0.1508,0.0508
"15","GR",0.25,0.2388,-0.0112
"16","GR",0.75,0.6612,-0.0888
"17","GR",0.9,0.942799999999999,0.0428
"18","GR",0.95,0.962399999999999,0.0124
"19","ML",0.05,0.346,0.296
"20","ML",0.1,0.374,0.274
"21","ML",0.25,0.4124,0.1624
"22","ML",0.75,0.5476,-0.2024
"23","ML",0.9,0.7004,-0.1996
"24","ML",0.95,0.7368,-0.2132
