"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0047,-0.0453
"2","PM",0.1,0.0134,-0.0866
"3","PM",0.25,0.0918,-0.1582
"4","PM",0.75,0.9222,0.1722
"5","PM",0.9,0.9895,0.0895
"6","PM",0.95,0.9949,0.0449
"7","CB",0.05,0.0577,0.0077
"8","CB",0.1,0.1042,0.0042
"9","CB",0.25,0.2522,0.0022
"10","CB",0.75,0.7569,0.0069
"11","CB",0.9,0.904,0.004
"12","CB",0.95,0.9524,0.0024
"13","GR",0.05,0.0494,-6e-04
"14","GR",0.1,0.0835,-0.0165
"15","GR",0.25,0.2113,-0.0387
"16","GR",0.75,0.798,0.048
"17","GR",0.9,0.9226,0.0226
"18","GR",0.95,0.9539,0.0039
"19","ML",0.05,0.3232,0.2732
"20","ML",0.1,0.3695,0.2695
"21","ML",0.25,0.4343,0.1843
"22","ML",0.75,0.569,-0.181
"23","ML",0.9,0.6327,-0.2673
"24","ML",0.95,0.6815,-0.2685
