"","quantity","estimator","value"
"1","mean","PM",-0.0171848285403588
"2","mean","CB",-0.0171848285403587
"3","mean","GR",-0.0171887692627796
"4","mean","ML",-0.0169498206999476
"5","var","PM",0.121357716322954
"6","var","CB",0.958881398137707
"7","var","GR",0.9097105258102
"8","var","ML",11.1441281886624
"9","var","true",0.985621744941416
"10","SSEL","PM",1.00638406577404
"11","SSEL","CB",1.40823638443859
"12","SSEL","GR",1.38787847569036
"13","SSEL","ML",9.93592798695357
"14","WSSEL","PM",100.638406577404
"15","WSSEL","CB",140.823638443859
"16","WSSEL","GR",138.787847569036
"17","WSSEL","ML",993.592798695356
"18","ISEL","PM",0.154874882846597
"19","ISEL","CB",0.053223456106953
"20","ISEL","GR",0.0575698044368578
"21","ISEL","ML",0.384795227909044
"22","SELrank","PM",0.115040407803157
"23","SELrank","CB",0.115040407803157
"24","SELrank","GR",0.115693579060876
"25","SELrank","ML",0.114811449857857
