"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,2e-04,0,4e-04
"[-5.52,-5.28)",0,2e-04,0,6e-04
"[-5.28,-5.04)",0,0,0,0.0014
"[-5.04,-4.8)",0,2e-04,0,4e-04
"[-4.8,-4.56)",0,2e-04,4e-04,0.002
"[-4.56,-4.32)",4e-04,4e-04,0,0.001
"[-4.32,-4.08)",0,0,0,0.0018
"[-4.08,-3.84)",2e-04,6e-04,4e-04,0.0028
"[-3.84,-3.6)",2e-04,2e-04,4e-04,0.0044
"[-3.6,-3.36)",4e-04,0.0014,2e-04,0.0046
"[-3.36,-3.12)",0,2e-04,4e-04,0.0042
"[-3.12,-2.88)",2e-04,0.002,0.002,0.0086
"[-2.88,-2.64)",6e-04,0.004,0.0032,0.0108
"[-2.64,-2.4)",0.0014,0.0044,0.0044,0.014
"[-2.4,-2.16)",0.002,0.0076,0.0074,0.0152
"[-2.16,-1.92)",0.0052,0.0098,0.0108,0.0236
"[-1.92,-1.68)",0.0056,0.0144,0.0172,0.029
"[-1.68,-1.44)",0.0104,0.0224,0.0242,0.0292
"[-1.44,-1.2)",0.0184,0.0286,0.0338,0.0336
"[-1.2,-0.96)",0.031,0.0424,0.0472,0.047
"[-0.96,-0.72)",0.0492,0.0644,0.0622,0.056
"[-0.72,-0.48)",0.0834,0.0812,0.078,0.0602
"[-0.48,-0.24)",0.1254,0.0936,0.0956,0.0712
"[-0.24,0)",0.1456,0.1092,0.104,0.0624
"[0,0.24)",0.1622,0.1062,0.1058,0.0724
"[0.24,0.48)",0.1338,0.1064,0.096,0.0694
"[0.48,0.72)",0.0904,0.0882,0.082,0.0636
"[0.72,0.96)",0.0582,0.0624,0.0654,0.0606
"[0.96,1.2)",0.0324,0.052,0.0494,0.0486
"[1.2,1.44)",0.0164,0.0324,0.0356,0.042
"[1.44,1.68)",0.0116,0.0212,0.025,0.0334
"[1.68,1.92)",0.0054,0.014,0.016,0.0244
"[1.92,2.16)",0.0032,0.0096,0.0128,0.0218
"[2.16,2.4)",0.0016,0.006,0.0076,0.0164
"[2.4,2.64)",0.001,0.0048,0.005,0.0132
"[2.64,2.88)",8e-04,0.002,0.0026,0.0096
"[2.88,3.12)",0.0012,0.002,0.0014,0.0086
"[3.12,3.36)",4e-04,6e-04,0.0012,0.0074
"[3.36,3.6)",2e-04,8e-04,4e-04,0.0044
"[3.6,3.84)",8e-04,6e-04,0.001,0.0038
"[3.84,4.08)",2e-04,0.0012,2e-04,0.0026
"[4.08,4.32)",0,0,2e-04,0.0022
"[4.32,4.56)",2e-04,6e-04,2e-04,0.0024
"[4.56,4.8)",2e-04,4e-04,2e-04,0.002
"[4.8,5.04)",0,2e-04,0,0.0016
"[5.04,5.28)",0,2e-04,0,6e-04
"[5.28,5.52)",0,0,0,4e-04
"[5.52,5.76)",0,0,0,4e-04
"[5.76,6)",0,2e-04,0,4e-04
