"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0212,-0.0288
"2","PM",0.1,0.0512,-0.0488
"3","PM",0.25,0.1744,-0.0756
"4","PM",0.75,0.8066,0.0566
"5","PM",0.9,0.9502,0.0502
"6","PM",0.95,0.9794,0.0294
"7","CB",0.05,0.0566,0.0066
"8","CB",0.1,0.1046,0.0046
"9","CB",0.25,0.254,0.004
"10","CB",0.75,0.7314,-0.0186
"11","CB",0.9,0.891799999999999,-0.0082
"12","CB",0.95,0.947,-0.003
"13","GR",0.05,0.0578,0.0078
"14","GR",0.1,0.1158,0.0158
"15","GR",0.25,0.264,0.014
"16","GR",0.75,0.7244,-0.0256
"17","GR",0.9,0.8802,-0.0198
"18","GR",0.95,0.940799999999999,-0.0092
"19","ML",0.05,0.1418,0.0918
"20","ML",0.1,0.2022,0.1022
"21","ML",0.25,0.3314,0.0814
"22","ML",0.75,0.6506,-0.0994
"23","ML",0.9,0.7888,-0.1112
"24","ML",0.95,0.8606,-0.0894
