"","quantity","estimator","value"
"1","mean","PM",0.0229116625019292
"2","mean","CB",0.0229116625019292
"3","mean","GR",0.022964749037459
"4","mean","ML",0.0288150624064879
"5","var","PM",0.929072889415167
"6","var","CB",1.07689565634597
"7","var","GR",1.06244109147686
"8","var","ML",1.2874438162424
"9","var","true",1.08543727104493
"10","SSEL","PM",0.152373651426417
"11","SSEL","CB",0.157486579924898
"12","SSEL","GR",0.169580695109561
"13","SSEL","ML",0.217147692217644
"14","WSSEL","PM",7.61868257132087
"15","WSSEL","CB",7.87432899624492
"16","WSSEL","GR",8.47903475547804
"17","WSSEL","ML",10.8573846108822
"18","ISEL","PM",0.00742424860499872
"19","ISEL","CB",0.00664192222061614
"20","ISEL","GR",0.00525242790236465
"21","ISEL","ML",0.0079292026446128
"22","SELrank","PM",0.0182897347174164
"23","SELrank","CB",0.0182897347174164
"24","SELrank","GR",0.0180081507112649
"25","SELrank","ML",0.0202317570165321
