"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0392,-0.0108
"2","PM",0.1,0.0813999999999999,-0.0186
"3","PM",0.25,0.2252,-0.0248
"4","PM",0.75,0.762,0.012
"5","PM",0.9,0.9136,0.0136
"6","PM",0.95,0.96,0.01
"7","CB",0.05,0.0492,-8e-04
"8","CB",0.1,0.0966,-0.0034
"9","CB",0.25,0.2392,-0.0108
"10","CB",0.75,0.7434,-0.0066
"11","CB",0.9,0.8996,-4e-04
"12","CB",0.95,0.9514,0.0014
"13","GR",0.05,0.0508,8e-04
"14","GR",0.1,0.0992,-8e-04
"15","GR",0.25,0.2512,0.0012
"16","GR",0.75,0.7396,-0.0104
"17","GR",0.9,0.8924,-0.0076
"18","GR",0.95,0.949,-0.001
"19","ML",0.05,0.065,0.015
"20","ML",0.1,0.1214,0.0214
"21","ML",0.25,0.2646,0.0146
"22","ML",0.75,0.7126,-0.0374
"23","ML",0.9,0.8696,-0.0304
"24","ML",0.95,0.9328,-0.0172
