"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0264,-0.0236
"2","PM",0.1,0.0636,-0.0364
"3","PM",0.25,0.2072,-0.0428
"4","PM",0.75,0.7892,0.0392
"5","PM",0.9,0.9352,0.0352
"6","PM",0.95,0.9736,0.0236
"7","CB",0.05,0.0524,0.0024
"8","CB",0.1,0.1024,0.0024
"9","CB",0.25,0.2524,0.0024
"10","CB",0.75,0.7412,-0.0088
"11","CB",0.9,0.8964,-0.0036
"12","CB",0.95,0.943199999999999,-0.0068
"13","GR",0.05,0.0484,-0.0016
"14","GR",0.1,0.1004,4e-04
"15","GR",0.25,0.2496,-4e-04
"16","GR",0.75,0.7348,-0.0152
"17","GR",0.9,0.8952,-0.0048
"18","GR",0.95,0.95,0
"19","ML",0.05,0.1084,0.0584
"20","ML",0.1,0.1588,0.0588
"21","ML",0.25,0.3028,0.0528
"22","ML",0.75,0.7028,-0.0472
"23","ML",0.9,0.848,-0.052
"24","ML",0.95,0.901200000000001,-0.0488
