"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,8e-04
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,8e-04
"[-4.32,-4.08)",0,4e-04,0,0.0024
"[-4.08,-3.84)",0,0,0,0.0016
"[-3.84,-3.6)",4e-04,0,4e-04,0.0028
"[-3.6,-3.36)",0,4e-04,0,0.0036
"[-3.36,-3.12)",0,0.0016,4e-04,0.0024
"[-3.12,-2.88)",4e-04,8e-04,0,0.0024
"[-2.88,-2.64)",4e-04,0.0032,0.0032,0.0084
"[-2.64,-2.4)",0.0024,0.0064,0.0052,0.0104
"[-2.4,-2.16)",0.004,0.0076,0.012,0.018
"[-2.16,-1.92)",0.01,0.012,0.0092,0.0196
"[-1.92,-1.68)",0.0084,0.0164,0.0192,0.022
"[-1.68,-1.44)",0.0176,0.0256,0.0236,0.0348
"[-1.44,-1.2)",0.0312,0.0368,0.0372,0.0452
"[-1.2,-0.96)",0.0444,0.0488,0.0496,0.0504
"[-0.96,-0.72)",0.0608,0.066,0.0644,0.0616
"[-0.72,-0.48)",0.0872,0.0744,0.0808,0.0588
"[-0.48,-0.24)",0.1088,0.0984,0.0908,0.0832
"[-0.24,0)",0.1388,0.1144,0.1044,0.0816
"[0,0.24)",0.1104,0.092,0.1016,0.0676
"[0.24,0.48)",0.1088,0.0912,0.0924,0.0736
"[0.48,0.72)",0.0796,0.0828,0.0792,0.0708
"[0.72,0.96)",0.0664,0.054,0.0632,0.0576
"[0.96,1.2)",0.0412,0.0536,0.048,0.0532
"[1.2,1.44)",0.0292,0.0332,0.0396,0.0408
"[1.44,1.68)",0.0172,0.0264,0.0248,0.0328
"[1.68,1.92)",0.0152,0.018,0.0196,0.0272
"[1.92,2.16)",0.0084,0.0104,0.0128,0.0168
"[2.16,2.4)",0.0028,0.0124,0.0084,0.012
"[2.4,2.64)",0.0028,0.0056,0.0048,0.01
"[2.64,2.88)",0.002,0.0016,0.0024,0.008
"[2.88,3.12)",4e-04,0.0032,0.0016,0.0076
"[3.12,3.36)",0,8e-04,4e-04,0.0032
"[3.36,3.6)",4e-04,8e-04,4e-04,0.002
"[3.6,3.84)",4e-04,0,4e-04,0.0016
"[3.84,4.08)",0,4e-04,0,0.0016
"[4.08,4.32)",0,4e-04,0,0.0012
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",0,0,0,8e-04
"[4.8,5.04)",0,0,0,4e-04
"[5.04,5.28)",0,0,0,4e-04
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
