"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,2e-04,0.0056
"[-5.76,-5.52)",0,2e-04,0,0.0064
"[-5.52,-5.28)",0,0,4e-04,0.006
"[-5.28,-5.04)",0,0,2e-04,0.0102
"[-5.04,-4.8)",0,2e-04,2e-04,0.0082
"[-4.8,-4.56)",0,4e-04,6e-04,0.0114
"[-4.56,-4.32)",0,4e-04,6e-04,0.012
"[-4.32,-4.08)",0,6e-04,6e-04,0.0142
"[-4.08,-3.84)",0,2e-04,0.0014,0.0144
"[-3.84,-3.6)",0,0.0014,8e-04,0.0158
"[-3.6,-3.36)",0,0.0024,0.0018,0.0166
"[-3.36,-3.12)",0,0.0016,0.0036,0.0174
"[-3.12,-2.88)",0,0.0012,0.0026,0.0194
"[-2.88,-2.64)",0,0.0038,0.0028,0.0166
"[-2.64,-2.4)",4e-04,0.0054,0.0052,0.0222
"[-2.4,-2.16)",8e-04,0.0086,0.0076,0.026
"[-2.16,-1.92)",8e-04,0.0132,0.0096,0.022
"[-1.92,-1.68)",0.0014,0.0194,0.0122,0.028
"[-1.68,-1.44)",0.0062,0.0268,0.0194,0.0272
"[-1.44,-1.2)",0.0096,0.0386,0.0298,0.0266
"[-1.2,-0.96)",0.0246,0.0534,0.0458,0.0274
"[-0.96,-0.72)",0.0552,0.0634,0.0634,0.0294
"[-0.72,-0.48)",0.0938,0.0784,0.0838,0.0288
"[-0.48,-0.24)",0.16,0.0918,0.101,0.0294
"[-0.24,0)",0.1422,0.0926,0.111,0.0234
"[0,0.24)",0.1836,0.1058,0.1112,0.0294
"[0.24,0.48)",0.127,0.0836,0.101,0.0282
"[0.48,0.72)",0.0948,0.0748,0.082,0.0316
"[0.72,0.96)",0.052,0.0628,0.0606,0.0266
"[0.96,1.2)",0.0268,0.046,0.0424,0.0294
"[1.2,1.44)",0.0128,0.0336,0.0282,0.0266
"[1.44,1.68)",0.0046,0.0238,0.0186,0.0288
"[1.68,1.92)",0.0018,0.0166,0.0126,0.0274
"[1.92,2.16)",0.001,0.0142,0.0092,0.023
"[2.16,2.4)",2e-04,0.0122,0.0068,0.0234
"[2.4,2.64)",0,0.0068,0.0048,0.0156
"[2.64,2.88)",4e-04,0.005,0.004,0.0202
"[2.88,3.12)",0,0.0032,0.003,0.018
"[3.12,3.36)",0,0.0022,0.002,0.0206
"[3.36,3.6)",0,0.0018,0.0022,0.0158
"[3.6,3.84)",0,0.001,8e-04,0.0172
"[3.84,4.08)",0,0.001,0.002,0.0128
"[4.08,4.32)",0,6e-04,0.0012,0.0138
"[4.32,4.56)",0,4e-04,8e-04,0.0108
"[4.56,4.8)",0,0,2e-04,0.0116
"[4.8,5.04)",0,2e-04,6e-04,0.0104
"[5.04,5.28)",0,0,6e-04,0.0082
"[5.28,5.52)",0,0,6e-04,0.0066
"[5.52,5.76)",0,0,0,0.0072
"[5.76,6)",0,4e-04,0,0.004
