"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0101,-0.0399
"2","PM",0.1,0.0176,-0.0824
"3","PM",0.25,0.0528,-0.1972
"4","PM",0.75,0.8662,0.1162
"5","PM",0.9,0.9971,0.0971
"6","PM",0.95,0.9987,0.0487
"7","CB",0.05,0.0843,0.0343
"8","CB",0.1,0.1162,0.0162
"9","CB",0.25,0.2129,-0.0371
"10","CB",0.75,0.707,-0.043
"11","CB",0.9,0.9624,0.0624
"12","CB",0.95,0.9776,0.0276
"13","GR",0.05,0.068,0.018
"14","GR",0.1,0.0928,-0.0072
"15","GR",0.25,0.1704,-0.0796
"16","GR",0.75,0.7411,-0.0089
"17","GR",0.9,0.965,0.065
"18","GR",0.95,0.976799999999999,0.0268
"19","ML",0.05,0.3603,0.3103
"20","ML",0.1,0.3852,0.2852
"21","ML",0.25,0.4256,0.1756
"22","ML",0.75,0.5551,-0.1949
"23","ML",0.9,0.7009,-0.1991
"24","ML",0.95,0.7362,-0.2138
