"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,1e-04,1e-04,0.0062
"[-5.76,-5.52)",0,0,1e-04,0.0075
"[-5.52,-5.28)",0,1e-04,1e-04,0.0087
"[-5.28,-5.04)",0,1e-04,2e-04,0.0093
"[-5.04,-4.8)",0,2e-04,2e-04,0.0107
"[-4.8,-4.56)",0,2e-04,9e-04,0.0114
"[-4.56,-4.32)",0,1e-04,4e-04,0.012
"[-4.32,-4.08)",0,2e-04,4e-04,0.0124
"[-4.08,-3.84)",0,3e-04,7e-04,0.0135
"[-3.84,-3.6)",0,3e-04,0.0013,0.0168
"[-3.6,-3.36)",0,9e-04,0.0019,0.0143
"[-3.36,-3.12)",1e-04,0.0014,0.0012,0.019
"[-3.12,-2.88)",0,0.0027,0.0022,0.0201
"[-2.88,-2.64)",1e-04,0.0032,0.0039,0.0207
"[-2.64,-2.4)",4e-04,0.0039,0.0044,0.0226
"[-2.4,-2.16)",3e-04,0.0071,0.0045,0.023
"[-2.16,-1.92)",4e-04,0.0083,0.0067,0.0239
"[-1.92,-1.68)",0.0017,0.0126,0.0097,0.0267
"[-1.68,-1.44)",0.0029,0.0202,0.0131,0.0232
"[-1.44,-1.2)",0.0061,0.0276,0.0195,0.0284
"[-1.2,-0.96)",0.0097,0.0433,0.0331,0.0294
"[-0.96,-0.72)",0.0264,0.0672,0.0553,0.0263
"[-0.72,-0.48)",0.0905,0.0892,0.0868,0.0284
"[-0.48,-0.24)",0.1319,0.1108,0.1235,0.0304
"[-0.24,0)",0.2511,0.1187,0.1485,0.0303
"[0,0.24)",0.2379,0.1211,0.1475,0.0273
"[0.24,0.48)",0.1553,0.1076,0.1183,0.0294
"[0.48,0.72)",0.0569,0.0795,0.0784,0.0261
"[0.72,0.96)",0.0142,0.0521,0.0453,0.0286
"[0.96,1.2)",0.0062,0.0392,0.0271,0.0263
"[1.2,1.44)",0.0032,0.0266,0.0174,0.0249
"[1.44,1.68)",0.0017,0.0162,0.0116,0.0267
"[1.68,1.92)",0.0015,0.0121,0.0084,0.0251
"[1.92,2.16)",5e-04,0.0074,0.0065,0.0223
"[2.16,2.4)",4e-04,0.0057,0.0044,0.023
"[2.4,2.64)",2e-04,0.004,0.0044,0.0199
"[2.64,2.88)",3e-04,0.0024,0.0025,0.0194
"[2.88,3.12)",1e-04,0.0018,0.002,0.0168
"[3.12,3.36)",0,0.0015,0.0018,0.017
"[3.36,3.6)",0,0.0011,0.001,0.0159
"[3.6,3.84)",0,5e-04,0.0014,0.0174
"[3.84,4.08)",0,5e-04,8e-04,0.0142
"[4.08,4.32)",0,5e-04,8e-04,0.0133
"[4.32,4.56)",0,2e-04,3e-04,0.012
"[4.56,4.8)",0,3e-04,5e-04,0.0111
"[4.8,5.04)",0,2e-04,1e-04,0.0087
"[5.04,5.28)",0,2e-04,2e-04,0.0093
"[5.28,5.52)",0,2e-04,1e-04,0.007
"[5.52,5.76)",0,1e-04,0,0.0058
"[5.76,6)",0,0,3e-04,0.0056
