"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.022,-0.028
"2","PM",0.1,0.0544,-0.0456
"3","PM",0.25,0.1864,-0.0636
"4","PM",0.75,0.7932,0.0432
"5","PM",0.9,0.9556,0.0556
"6","PM",0.95,0.9804,0.0304
"7","CB",0.05,0.1132,0.0632
"8","CB",0.1,0.1716,0.0716
"9","CB",0.25,0.2996,0.0496
"10","CB",0.75,0.6788,-0.0712
"11","CB",0.9,0.8292,-0.0708
"12","CB",0.95,0.8864,-0.0636
"13","GR",0.05,0.114,0.064
"14","GR",0.1,0.1628,0.0628
"15","GR",0.25,0.2892,0.0392
"16","GR",0.75,0.6884,-0.0616
"17","GR",0.9,0.8268,-0.0732
"18","GR",0.95,0.8848,-0.0652
"19","ML",0.05,0.3024,0.2524
"20","ML",0.1,0.3424,0.2424
"21","ML",0.25,0.418,0.168
"22","ML",0.75,0.5928,-0.1572
"23","ML",0.9,0.6692,-0.2308
"24","ML",0.95,0.71,-0.24
