"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0036
"[-5.76,-5.52)",0,4e-04,0,0.0056
"[-5.52,-5.28)",0,4e-04,0,0.0056
"[-5.28,-5.04)",0,4e-04,4e-04,0.006
"[-5.04,-4.8)",0,8e-04,0,0.0068
"[-4.8,-4.56)",0,0.0012,4e-04,0.0088
"[-4.56,-4.32)",0,8e-04,4e-04,0.0104
"[-4.32,-4.08)",0,0.0012,0.0016,0.0076
"[-4.08,-3.84)",0,0.0016,0.0012,0.0088
"[-3.84,-3.6)",0,0.0016,0.0032,0.0076
"[-3.6,-3.36)",0,0.0044,0.002,0.0172
"[-3.36,-3.12)",4e-04,0.004,0.0076,0.0152
"[-3.12,-2.88)",0,0.008,0.0064,0.016
"[-2.88,-2.64)",4e-04,0.0076,0.0088,0.02
"[-2.64,-2.4)",0.0012,0.0128,0.0128,0.0192
"[-2.4,-2.16)",0.0012,0.0172,0.0172,0.0224
"[-2.16,-1.92)",0.0044,0.0192,0.018,0.0184
"[-1.92,-1.68)",0.0116,0.0292,0.0296,0.0236
"[-1.68,-1.44)",0.0124,0.0332,0.0292,0.0276
"[-1.44,-1.2)",0.036,0.038,0.0404,0.0232
"[-1.2,-0.96)",0.0428,0.0464,0.0468,0.028
"[-0.96,-0.72)",0.0624,0.0608,0.0532,0.036
"[-0.72,-0.48)",0.0788,0.0644,0.0664,0.0284
"[-0.48,-0.24)",0.094,0.074,0.064,0.0264
"[-0.24,0)",0.1244,0.0588,0.0772,0.032
"[0,0.24)",0.1244,0.0696,0.0728,0.0348
"[0.24,0.48)",0.1012,0.068,0.074,0.0328
"[0.48,0.72)",0.1116,0.0696,0.0688,0.0304
"[0.72,0.96)",0.086,0.0668,0.06,0.0308
"[0.96,1.2)",0.052,0.0504,0.0492,0.0272
"[1.2,1.44)",0.024,0.0456,0.042,0.0336
"[1.44,1.68)",0.0132,0.034,0.0336,0.0248
"[1.68,1.92)",0.01,0.0208,0.028,0.0224
"[1.92,2.16)",0.0016,0.022,0.0168,0.016
"[2.16,2.4)",0.0016,0.0172,0.0204,0.016
"[2.4,2.64)",0.002,0.0076,0.0104,0.0208
"[2.64,2.88)",8e-04,0.0088,0.0108,0.0184
"[2.88,3.12)",8e-04,0.0096,0.0096,0.0132
"[3.12,3.36)",8e-04,0.006,0.004,0.0152
"[3.36,3.6)",0,0.0032,0.0048,0.0112
"[3.6,3.84)",0,0.0032,0.004,0.0088
"[3.84,4.08)",0,0.0028,0,0.0112
"[4.08,4.32)",0,0.002,4e-04,0.0116
"[4.32,4.56)",0,0.0024,0.002,0.0064
"[4.56,4.8)",0,0.002,8e-04,0.0068
"[4.8,5.04)",0,0,0,0.0108
"[5.04,5.28)",0,8e-04,0,0.0052
"[5.28,5.52)",0,0.0012,4e-04,0.0088
"[5.52,5.76)",0,0,4e-04,0.0052
"[5.76,6)",0,0,0,0.006
