"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.022,-0.028
"2","PM",0.1,0.0484,-0.0516
"3","PM",0.25,0.174,-0.076
"4","PM",0.75,0.859200000000001,0.1092
"5","PM",0.9,0.956,0.056
"6","PM",0.95,0.9816,0.0316
"7","CB",0.05,0.0504,4e-04
"8","CB",0.1,0.0976,-0.0024
"9","CB",0.25,0.2568,0.0068
"10","CB",0.75,0.775600000000001,0.0256
"11","CB",0.9,0.9168,0.0168
"12","CB",0.95,0.9528,0.0028
"13","GR",0.05,0.0556,0.0056
"14","GR",0.1,0.1048,0.0048
"15","GR",0.25,0.244,-0.006
"16","GR",0.75,0.7848,0.0348
"17","GR",0.9,0.9092,0.0092
"18","GR",0.95,0.953599999999999,0.0036
"19","ML",0.05,0.148,0.098
"20","ML",0.1,0.2216,0.1216
"21","ML",0.25,0.3512,0.1012
"22","ML",0.75,0.6724,-0.0776
"23","ML",0.9,0.806,-0.094
"24","ML",0.95,0.8696,-0.0804
