"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,4e-04,0,8e-04
"[-5.76,-5.52)",0,0,0,4e-04
"[-5.52,-5.28)",4e-04,4e-04,4e-04,0.0028
"[-5.28,-5.04)",4e-04,0,4e-04,0.0016
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,4e-04,0,4e-04
"[-4.56,-4.32)",4e-04,0,4e-04,8e-04
"[-4.32,-4.08)",0,4e-04,0,0.0036
"[-4.08,-3.84)",0,0,4e-04,0.0028
"[-3.84,-3.6)",0,8e-04,0,0.0024
"[-3.6,-3.36)",4e-04,0.002,4e-04,0.0076
"[-3.36,-3.12)",4e-04,0.002,0.0024,0.0056
"[-3.12,-2.88)",8e-04,0.004,0.0016,0.006
"[-2.88,-2.64)",0.0016,0.004,0.0036,0.0108
"[-2.64,-2.4)",0.002,0.0032,0.006,0.0172
"[-2.4,-2.16)",0.0036,0.0032,0.006,0.0156
"[-2.16,-1.92)",0.0064,0.0076,0.0084,0.02
"[-1.92,-1.68)",0.0028,0.0128,0.0152,0.0324
"[-1.68,-1.44)",0.006,0.0204,0.0204,0.0324
"[-1.44,-1.2)",0.0144,0.0256,0.0296,0.0436
"[-1.2,-0.96)",0.0292,0.0476,0.0404,0.0508
"[-0.96,-0.72)",0.0488,0.0692,0.0568,0.0592
"[-0.72,-0.48)",0.0888,0.08,0.0836,0.054
"[-0.48,-0.24)",0.142,0.104,0.1136,0.0588
"[-0.24,0)",0.1924,0.1296,0.1424,0.0712
"[0,0.24)",0.1764,0.1376,0.126,0.0796
"[0.24,0.48)",0.114,0.0964,0.0984,0.0668
"[0.48,0.72)",0.0648,0.0736,0.074,0.0652
"[0.72,0.96)",0.0424,0.0556,0.0488,0.0564
"[0.96,1.2)",0.0228,0.0428,0.0376,0.0428
"[1.2,1.44)",0.014,0.0208,0.0256,0.0404
"[1.44,1.68)",0.0096,0.0156,0.0176,0.028
"[1.68,1.92)",0.0052,0.0132,0.0124,0.0256
"[1.92,2.16)",0.0036,0.008,0.0096,0.0144
"[2.16,2.4)",0.0024,0.004,0.0072,0.0164
"[2.4,2.64)",0.002,0.0052,0.0048,0.0168
"[2.64,2.88)",8e-04,0.0028,0.0024,0.0124
"[2.88,3.12)",0,0.002,8e-04,0.0064
"[3.12,3.36)",0,8e-04,0.0012,0.0048
"[3.36,3.6)",0,0.0016,4e-04,0.0064
"[3.6,3.84)",4e-04,8e-04,0,0.0036
"[3.84,4.08)",0,0,4e-04,0.0036
"[4.08,4.32)",0,0,0,0.0036
"[4.32,4.56)",4e-04,0,4e-04,8e-04
"[4.56,4.8)",0,4e-04,0,0.0012
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",4e-04,0,4e-04,4e-04
"[5.28,5.52)",0,4e-04,0,4e-04
"[5.52,5.76)",0,0,0,0.0012
"[5.76,6)",0,0,0,0
