"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0348,-0.0152
"2","PM",0.1,0.0492,-0.0508
"3","PM",0.25,0.12,-0.13
"4","PM",0.75,0.7612,0.0112
"5","PM",0.9,0.9792,0.0792
"6","PM",0.95,0.9876,0.0376
"7","CB",0.05,0.0800000000000001,0.03
"8","CB",0.1,0.1172,0.0172
"9","CB",0.25,0.214,-0.036
"10","CB",0.75,0.6872,-0.0628
"11","CB",0.9,0.958,0.058
"12","CB",0.95,0.9708,0.0208
"13","GR",0.05,0.0836,0.0336
"14","GR",0.1,0.1132,0.0132
"15","GR",0.25,0.1888,-0.0612
"16","GR",0.75,0.7044,-0.0456
"17","GR",0.9,0.9548,0.0548
"18","GR",0.95,0.975199999999999,0.0252
"19","ML",0.05,0.1964,0.1464
"20","ML",0.1,0.24,0.14
"21","ML",0.25,0.3216,0.0716
"22","ML",0.75,0.6092,-0.1408
"23","ML",0.9,0.8848,-0.0152
"24","ML",0.95,0.926,-0.024
