"","quantity","estimator","value"
"1","mean","PM",0.00854712895353066
"2","mean","CB",0.00854712895353066
"3","mean","GR",0.00804962483101192
"4","mean","ML",0.0080264786067208
"5","var","PM",0.426161611022446
"6","var","CB",0.890042489445849
"7","var","GR",0.83611369667863
"8","var","ML",1.98698861954703
"9","var","true",0.955330133493718
"10","SSEL","PM",0.579623036299583
"11","SSEL","CB",0.6125717400906
"12","SSEL","GR",0.622097849203991
"13","SSEL","ML",1.03203957835885
"14","WSSEL","PM",14.4905759074896
"15","WSSEL","CB",15.314293502265
"16","WSSEL","GR",15.5524462300998
"17","WSSEL","ML",25.8009894589712
"18","ISEL","PM",0.0828960178835534
"19","ISEL","CB",0.0460496370575965
"20","ISEL","GR",0.0457360794944461
"21","ISEL","ML",0.0606335742755109
"22","SELrank","PM",0.0525136094674556
"23","SELrank","CB",0.0525136094674556
"24","SELrank","GR",0.0526828402366864
"25","SELrank","ML",0.0524473372781065
