"","quantity","estimator","value"
"1","mean","PM",-0.00280452130551042
"2","mean","CB",-0.00280452130551042
"3","mean","GR",-0.00275010916942936
"4","mean","ML",-0.000270645151108392
"5","var","PM",0.856301556319823
"6","var","CB",1.00673161716276
"7","var","GR",0.992747894716057
"8","var","ML",1.22829904385271
"9","var","true",0.989624495070982
"10","SSEL","PM",0.154622228519031
"11","SSEL","CB",0.161903859317979
"12","SSEL","GR",0.171780244597056
"13","SSEL","ML",0.232959295547338
"14","WSSEL","PM",7.73111142595154
"15","WSSEL","CB",8.09519296589894
"16","WSSEL","GR",8.5890122298528
"17","WSSEL","ML",11.6479647773669
"18","ISEL","PM",0.00641771517859181
"19","ISEL","CB",0.00611497570784762
"20","ISEL","GR",0.00471499155828662
"21","ISEL","ML",0.00849222294295443
"22","SELrank","PM",0.0195363321799308
"23","SELrank","CB",0.0195363321799308
"24","SELrank","GR",0.0190574394463668
"25","SELrank","ML",0.0218818915801615
