"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,2e-04
"[-5.04,-4.8)",0,4e-04,0,6e-04
"[-4.8,-4.56)",4e-04,8e-04,4e-04,2e-04
"[-4.56,-4.32)",8e-04,2e-04,8e-04,6e-04
"[-4.32,-4.08)",2e-04,2e-04,2e-04,4e-04
"[-4.08,-3.84)",2e-04,2e-04,2e-04,2e-04
"[-3.84,-3.6)",4e-04,8e-04,4e-04,0.001
"[-3.6,-3.36)",4e-04,8e-04,2e-04,0.001
"[-3.36,-3.12)",0.001,0.001,0.0012,0.0016
"[-3.12,-2.88)",8e-04,0.0016,0.001,0.0034
"[-2.88,-2.64)",0.0024,0.0024,0.0026,0.003
"[-2.64,-2.4)",0.0022,0.0036,0.0036,0.0054
"[-2.4,-2.16)",0.0042,0.0056,0.0052,0.008
"[-2.16,-1.92)",0.0068,0.007,0.0092,0.0114
"[-1.92,-1.68)",0.0082,0.0122,0.0154,0.015
"[-1.68,-1.44)",0.0188,0.0242,0.0216,0.0256
"[-1.44,-1.2)",0.0288,0.0294,0.033,0.0364
"[-1.2,-0.96)",0.0448,0.049,0.0492,0.0444
"[-0.96,-0.72)",0.066,0.0672,0.0668,0.0676
"[-0.72,-0.48)",0.0832,0.0772,0.0836,0.0796
"[-0.48,-0.24)",0.1164,0.1108,0.0988,0.1
"[-0.24,0)",0.1162,0.1078,0.1082,0.098
"[0,0.24)",0.1152,0.1096,0.107,0.0958
"[0.24,0.48)",0.1124,0.098,0.0984,0.094
"[0.48,0.72)",0.09,0.0902,0.0852,0.083
"[0.72,0.96)",0.0596,0.0646,0.0628,0.0638
"[0.96,1.2)",0.0396,0.0374,0.045,0.043
"[1.2,1.44)",0.0262,0.0324,0.033,0.0318
"[1.44,1.68)",0.0198,0.02,0.024,0.0254
"[1.68,1.92)",0.0126,0.0156,0.0142,0.0174
"[1.92,2.16)",0.0086,0.0112,0.011,0.014
"[2.16,2.4)",0.0042,0.0054,0.0062,0.0078
"[2.4,2.64)",0.0028,0.0042,0.0046,0.0052
"[2.64,2.88)",0.002,0.0024,0.0014,0.004
"[2.88,3.12)",0.001,0.0016,0.002,0.0032
"[3.12,3.36)",0.0012,0.0012,8e-04,0.0028
"[3.36,3.6)",4e-04,0.0012,6e-04,0.002
"[3.6,3.84)",6e-04,2e-04,6e-04,4e-04
"[3.84,4.08)",0,8e-04,0,4e-04
"[4.08,4.32)",2e-04,0,2e-04,4e-04
"[4.32,4.56)",4e-04,2e-04,4e-04,8e-04
"[4.56,4.8)",0,4e-04,0,0
"[4.8,5.04)",0,0,0,2e-04
"[5.04,5.28)",2e-04,0,2e-04,0
"[5.28,5.52)",0,2e-04,0,0
"[5.52,5.76)",0,0,0,2e-04
"[5.76,6)",0,0,0,0
