"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0044,-0.0456
"2","PM",0.1,0.0087,-0.0913
"3","PM",0.25,0.0351,-0.2149
"4","PM",0.75,0.8711,0.1211
"5","PM",0.9,0.9963,0.0963
"6","PM",0.95,0.9982,0.0482
"7","CB",0.05,0.0639,0.0139
"8","CB",0.1,0.0927999999999999,-0.0072
"9","CB",0.25,0.1752,-0.0748
"10","CB",0.75,0.7282,-0.0218
"11","CB",0.9,0.9663,0.0663
"12","CB",0.95,0.979,0.029
"13","GR",0.05,0.0606,0.0106
"14","GR",0.1,0.0823999999999999,-0.0176
"15","GR",0.25,0.1533,-0.0967
"16","GR",0.75,0.749,-0.001
"17","GR",0.9,0.9652,0.0652
"18","GR",0.95,0.9779,0.0279
"19","ML",0.05,0.3495,0.2995
"20","ML",0.1,0.3746,0.2746
"21","ML",0.25,0.4195,0.1695
"22","ML",0.75,0.5541,-0.1959
"23","ML",0.9,0.7046,-0.1954
"24","ML",0.95,0.74,-0.21
