"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0051
"[-5.76,-5.52)",0,0,2e-04,0.0057
"[-5.52,-5.28)",0,0,0,0.0072
"[-5.28,-5.04)",0,1e-04,1e-04,0.0069
"[-5.04,-4.8)",0,3e-04,2e-04,0.008
"[-4.8,-4.56)",0,3e-04,2e-04,0.0089
"[-4.56,-4.32)",0,1e-04,2e-04,0.01
"[-4.32,-4.08)",0,2e-04,5e-04,0.0093
"[-4.08,-3.84)",0,5e-04,3e-04,0.0135
"[-3.84,-3.6)",0,5e-04,9e-04,0.012
"[-3.6,-3.36)",0,9e-04,0.0011,0.0123
"[-3.36,-3.12)",2e-04,0.0013,0.0022,0.0134
"[-3.12,-2.88)",1e-04,0.0012,0.0015,0.0162
"[-2.88,-2.64)",0,0.0019,0.0028,0.0212
"[-2.64,-2.4)",0,0.0038,0.0033,0.0194
"[-2.4,-2.16)",4e-04,0.0043,0.0046,0.0214
"[-2.16,-1.92)",5e-04,0.0064,0.0066,0.0268
"[-1.92,-1.68)",4e-04,0.009,0.0087,0.0234
"[-1.68,-1.44)",0.0013,0.0167,0.0125,0.0259
"[-1.44,-1.2)",0.0022,0.0208,0.0181,0.0247
"[-1.2,-0.96)",0.005,0.0369,0.0284,0.0307
"[-0.96,-0.72)",0.0193,0.0585,0.0498,0.0316
"[-0.72,-0.48)",0.0595,0.09,0.0871,0.0294
"[-0.48,-0.24)",0.1839,0.1283,0.133,0.033
"[-0.24,0)",0.2815,0.1422,0.1607,0.0277
"[0,0.24)",0.2298,0.1353,0.1516,0.0327
"[0.24,0.48)",0.1181,0.1067,0.1149,0.0265
"[0.48,0.72)",0.0651,0.0774,0.0746,0.0299
"[0.72,0.96)",0.0158,0.0575,0.0454,0.0311
"[0.96,1.2)",0.0074,0.0287,0.0256,0.0268
"[1.2,1.44)",0.0043,0.0225,0.0182,0.0252
"[1.44,1.68)",0.0014,0.013,0.0114,0.0253
"[1.68,1.92)",0.0015,0.0092,0.0089,0.0253
"[1.92,2.16)",7e-04,0.0081,0.0072,0.0218
"[2.16,2.4)",5e-04,0.0049,0.0042,0.0222
"[2.4,2.64)",6e-04,0.0026,0.0043,0.0191
"[2.64,2.88)",2e-04,0.0023,0.0027,0.0168
"[2.88,3.12)",2e-04,0.0014,0.0017,0.0183
"[3.12,3.36)",0,0.0014,0.0015,0.0144
"[3.36,3.6)",1e-04,5e-04,0.0019,0.0128
"[3.6,3.84)",0,0.0011,6e-04,0.0114
"[3.84,4.08)",0,6e-04,6e-04,0.0102
"[4.08,4.32)",0,2e-04,2e-04,0.01
"[4.32,4.56)",0,6e-04,2e-04,0.0104
"[4.56,4.8)",0,2e-04,6e-04,0.0101
"[4.8,5.04)",0,1e-04,3e-04,0.0074
"[5.04,5.28)",0,3e-04,1e-04,0.0074
"[5.28,5.52)",0,1e-04,1e-04,0.0089
"[5.52,5.76)",0,2e-04,1e-04,0.0062
"[5.76,6)",0,3e-04,0,0.0061
