"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,4e-04,0,0.0054
"[-5.76,-5.52)",0,0,0,0.0058
"[-5.52,-5.28)",0,0,2e-04,0.0066
"[-5.28,-5.04)",2e-04,0,0,0.0068
"[-5.04,-4.8)",0,0,0,0.0056
"[-4.8,-4.56)",0,8e-04,2e-04,0.008
"[-4.56,-4.32)",0,2e-04,2e-04,0.0086
"[-4.32,-4.08)",0,2e-04,4e-04,0.0098
"[-4.08,-3.84)",0,4e-04,0.0014,0.011
"[-3.84,-3.6)",0,6e-04,0.0014,0.0084
"[-3.6,-3.36)",0,0.0014,0.001,0.0134
"[-3.36,-3.12)",0,0.0018,0.0012,0.012
"[-3.12,-2.88)",4e-04,0.0018,0.002,0.0144
"[-2.88,-2.64)",2e-04,0.0038,0.004,0.0184
"[-2.64,-2.4)",4e-04,0.0038,0.0034,0.0184
"[-2.4,-2.16)",2e-04,0.0062,0.0078,0.0148
"[-2.16,-1.92)",4e-04,0.0074,0.0082,0.02
"[-1.92,-1.68)",0.0014,0.0122,0.0118,0.0294
"[-1.68,-1.44)",0.003,0.019,0.0192,0.0264
"[-1.44,-1.2)",0.0148,0.0326,0.0282,0.0308
"[-1.2,-0.96)",0.0162,0.0488,0.0438,0.0342
"[-0.96,-0.72)",0.042,0.0678,0.0676,0.0284
"[-0.72,-0.48)",0.1128,0.096,0.0972,0.034
"[-0.48,-0.24)",0.2,0.1202,0.1236,0.0354
"[-0.24,0)",0.1892,0.132,0.1316,0.031
"[0,0.24)",0.1694,0.1212,0.1212,0.0338
"[0.24,0.48)",0.1358,0.0954,0.0996,0.0312
"[0.48,0.72)",0.0534,0.0714,0.0714,0.0282
"[0.72,0.96)",0.034,0.0478,0.0474,0.0308
"[0.96,1.2)",0.0134,0.0332,0.0322,0.025
"[1.2,1.44)",0.005,0.0184,0.0198,0.0284
"[1.44,1.68)",0.0012,0.0144,0.013,0.0242
"[1.68,1.92)",0.0032,0.0094,0.012,0.0236
"[1.92,2.16)",0.0014,0.007,0.007,0.0186
"[2.16,2.4)",4e-04,0.0068,0.0052,0.0176
"[2.4,2.64)",2e-04,0.0032,0.0048,0.0196
"[2.64,2.88)",4e-04,0.0038,0.0024,0.0154
"[2.88,3.12)",4e-04,0.0018,0.0024,0.0144
"[3.12,3.36)",0,0.002,0.0022,0.0118
"[3.36,3.6)",0,0.0016,6e-04,0.0092
"[3.6,3.84)",2e-04,0.0014,0.0012,0.009
"[3.84,4.08)",2e-04,4e-04,0.001,0.0112
"[4.08,4.32)",2e-04,2e-04,4e-04,0.0106
"[4.32,4.56)",0,4e-04,8e-04,0.007
"[4.56,4.8)",0,4e-04,2e-04,0.009
"[4.8,5.04)",0,2e-04,4e-04,0.0084
"[5.04,5.28)",0,8e-04,0,0.0056
"[5.28,5.52)",0,0,2e-04,0.0042
"[5.52,5.76)",0,2e-04,0,0.0054
"[5.76,6)",0,0,0,0.0056
