"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0324,-0.0176
"2","PM",0.1,0.0708,-0.0292
"3","PM",0.25,0.216,-0.034
"4","PM",0.75,0.75,0
"5","PM",0.9,0.9128,0.0128
"6","PM",0.95,0.957999999999999,0.008
"7","CB",0.05,0.0404,-0.0096
"8","CB",0.1,0.0828,-0.0172
"9","CB",0.25,0.2352,-0.0148
"10","CB",0.75,0.746000000000001,-0.004
"11","CB",0.9,0.904,0.004
"12","CB",0.95,0.952,0.002
"13","GR",0.05,0.0476,-0.0024
"14","GR",0.1,0.0948,-0.0052
"15","GR",0.25,0.2456,-0.0044
"16","GR",0.75,0.7364,-0.0136
"17","GR",0.9,0.9112,0.0112
"18","GR",0.95,0.954,0.004
"19","ML",0.05,0.0688,0.0188
"20","ML",0.1,0.1204,0.0204
"21","ML",0.25,0.266,0.016
"22","ML",0.75,0.7292,-0.0208
"23","ML",0.9,0.9024,0.0024
"24","ML",0.95,0.947599999999999,-0.0024
