"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.014,-0.036
"2","PM",0.1,0.0336,-0.0664
"3","PM",0.25,0.1404,-0.1096
"4","PM",0.75,0.830599999999999,0.0806
"5","PM",0.9,0.957,0.057
"6","PM",0.95,0.9814,0.0314
"7","CB",0.05,0.045,-0.005
"8","CB",0.1,0.0857999999999999,-0.0142
"9","CB",0.25,0.221,-0.029
"10","CB",0.75,0.7522,0.0022
"11","CB",0.9,0.8946,-0.0054
"12","CB",0.95,0.9446,-0.0054
"13","GR",0.05,0.047,-0.003
"14","GR",0.1,0.0884,-0.0116
"15","GR",0.25,0.2234,-0.0266
"16","GR",0.75,0.7486,-0.0014
"17","GR",0.9,0.8958,-0.0042
"18","GR",0.95,0.944199999999999,-0.0058
"19","ML",0.05,0.1266,0.0766
"20","ML",0.1,0.1794,0.0794
"21","ML",0.25,0.3138,0.0638
"22","ML",0.75,0.6646,-0.0854
"23","ML",0.9,0.801,-0.099
"24","ML",0.95,0.8614,-0.0886
