"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,2e-04
"[-5.76,-5.52)",0,0,0,4e-04
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0.0012
"[-5.04,-4.8)",0,0,0,6e-04
"[-4.8,-4.56)",0,0,0,0.001
"[-4.56,-4.32)",0,0,0,0.0016
"[-4.32,-4.08)",0,0,0,0.0022
"[-4.08,-3.84)",0,2e-04,0,0.002
"[-3.84,-3.6)",0,8e-04,0,0.0042
"[-3.6,-3.36)",0,0,0,0.0036
"[-3.36,-3.12)",0,0.0014,2e-04,0.0068
"[-3.12,-2.88)",0,0.0016,0.0022,0.007
"[-2.88,-2.64)",0.001,0.0028,0.002,0.0102
"[-2.64,-2.4)",6e-04,0.0036,0.0046,0.015
"[-2.4,-2.16)",0.002,0.0066,0.007,0.0142
"[-2.16,-1.92)",0.0028,0.012,0.0108,0.0212
"[-1.92,-1.68)",0.006,0.0132,0.0172,0.027
"[-1.68,-1.44)",0.0104,0.0232,0.0236,0.0356
"[-1.44,-1.2)",0.0186,0.0324,0.0338,0.0428
"[-1.2,-0.96)",0.0322,0.0466,0.0468,0.0456
"[-0.96,-0.72)",0.0512,0.0618,0.0606,0.061
"[-0.72,-0.48)",0.0854,0.0792,0.0792,0.0564
"[-0.48,-0.24)",0.126,0.0964,0.0934,0.0656
"[-0.24,0)",0.1354,0.101,0.1004,0.0624
"[0,0.24)",0.154,0.1094,0.1032,0.0634
"[0.24,0.48)",0.1246,0.0902,0.0974,0.061
"[0.48,0.72)",0.0964,0.0832,0.0822,0.064
"[0.72,0.96)",0.0592,0.0682,0.0654,0.056
"[0.96,1.2)",0.041,0.0498,0.0506,0.052
"[1.2,1.44)",0.023,0.038,0.0396,0.0442
"[1.44,1.68)",0.013,0.0266,0.0266,0.0354
"[1.68,1.92)",0.0078,0.0186,0.0184,0.0284
"[1.92,2.16)",0.004,0.0116,0.0142,0.0246
"[2.16,2.4)",0.0026,0.0084,0.0082,0.0194
"[2.4,2.64)",0.0014,0.005,0.0054,0.0118
"[2.64,2.88)",8e-04,0.0024,0.0042,0.0096
"[2.88,3.12)",2e-04,0.0024,0.001,0.009
"[3.12,3.36)",2e-04,0.001,0.0014,0.0064
"[3.36,3.6)",0,0.0014,2e-04,0.0074
"[3.6,3.84)",0,4e-04,0,0.0042
"[3.84,4.08)",0,2e-04,0,0.0034
"[4.08,4.32)",2e-04,2e-04,2e-04,0.0018
"[4.32,4.56)",0,0,0,0.0026
"[4.56,4.8)",0,0,0,6e-04
"[4.8,5.04)",0,0,0,0.0016
"[5.04,5.28)",0,0,0,0.0014
"[5.28,5.52)",0,2e-04,0,8e-04
"[5.52,5.76)",0,0,0,0.001
"[5.76,6)",0,0,0,0
