"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0057
"[-5.76,-5.52)",1e-04,0,2e-04,0.0069
"[-5.52,-5.28)",0,2e-04,1e-04,0.0055
"[-5.28,-5.04)",0,1e-04,2e-04,0.008
"[-5.04,-4.8)",0,1e-04,2e-04,0.0082
"[-4.8,-4.56)",1e-04,3e-04,2e-04,0.01
"[-4.56,-4.32)",0,6e-04,5e-04,0.0091
"[-4.32,-4.08)",1e-04,5e-04,5e-04,0.0107
"[-4.08,-3.84)",0,2e-04,0.001,0.0115
"[-3.84,-3.6)",2e-04,8e-04,0.0012,0.0125
"[-3.6,-3.36)",3e-04,0.0015,9e-04,0.014
"[-3.36,-3.12)",0,0.0018,0.0018,0.0151
"[-3.12,-2.88)",1e-04,0.0016,0.002,0.0163
"[-2.88,-2.64)",2e-04,0.0026,0.0032,0.0179
"[-2.64,-2.4)",5e-04,0.0031,0.0039,0.021
"[-2.4,-2.16)",3e-04,0.0051,0.0056,0.0212
"[-2.16,-1.92)",5e-04,0.0076,0.0077,0.0239
"[-1.92,-1.68)",0.0011,0.0098,0.0095,0.0247
"[-1.68,-1.44)",0.003,0.0157,0.0132,0.0261
"[-1.44,-1.2)",0.0056,0.0217,0.0191,0.0254
"[-1.2,-0.96)",0.011,0.0324,0.0295,0.0317
"[-0.96,-0.72)",0.0157,0.0555,0.0493,0.026
"[-0.72,-0.48)",0.0789,0.0878,0.084,0.0313
"[-0.48,-0.24)",0.1489,0.1188,0.1231,0.0309
"[-0.24,0)",0.2422,0.1368,0.1503,0.0316
"[0,0.24)",0.2339,0.1383,0.1472,0.0295
"[0.24,0.48)",0.1442,0.11,0.1169,0.0297
"[0.48,0.72)",0.0711,0.0791,0.0772,0.0311
"[0.72,0.96)",0.0226,0.0563,0.0473,0.0297
"[0.96,1.2)",0.009,0.0343,0.0299,0.0275
"[1.2,1.44)",0.0048,0.0234,0.0199,0.0267
"[1.44,1.68)",0.0023,0.016,0.0142,0.0246
"[1.68,1.92)",0.0011,0.0092,0.0102,0.0227
"[1.92,2.16)",8e-04,0.0083,0.0073,0.0208
"[2.16,2.4)",6e-04,0.0057,0.006,0.024
"[2.4,2.64)",2e-04,0.0032,0.0039,0.0196
"[2.64,2.88)",4e-04,0.0025,0.0037,0.0143
"[2.88,3.12)",1e-04,0.0017,0.002,0.0163
"[3.12,3.36)",0,0.0015,0.0016,0.0177
"[3.36,3.6)",0,0.0016,0.0012,0.0126
"[3.6,3.84)",0,7e-04,0.001,0.0116
"[3.84,4.08)",0,5e-04,6e-04,0.0116
"[4.08,4.32)",0,3e-04,0.0011,0.0112
"[4.32,4.56)",0,4e-04,3e-04,0.0101
"[4.56,4.8)",1e-04,6e-04,3e-04,0.0097
"[4.8,5.04)",0,3e-04,1e-04,0.0077
"[5.04,5.28)",0,0,1e-04,0.0074
"[5.28,5.52)",0,2e-04,3e-04,0.006
"[5.52,5.76)",0,2e-04,1e-04,0.0063
"[5.76,6)",0,2e-04,1e-04,0.0054
