"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0284,-0.0216
"2","PM",0.1,0.0532,-0.0468
"3","PM",0.25,0.1522,-0.0978
"4","PM",0.75,0.7716,0.0216
"5","PM",0.9,0.966399999999999,0.0664
"6","PM",0.95,0.9858,0.0358
"7","CB",0.05,0.0833999999999999,0.0334
"8","CB",0.1,0.124,0.024
"9","CB",0.25,0.2574,0.0074
"10","CB",0.75,0.7336,-0.0164
"11","CB",0.9,0.9214,0.0214
"12","CB",0.95,0.945,-0.005
"13","GR",0.05,0.0929999999999999,0.043
"14","GR",0.1,0.1362,0.0362
"15","GR",0.25,0.26,0.01
"16","GR",0.75,0.7058,-0.0442
"17","GR",0.9,0.9252,0.0252
"18","GR",0.95,0.960399999999999,0.0104
"19","ML",0.05,0.2022,0.1522
"20","ML",0.1,0.2466,0.1466
"21","ML",0.25,0.3386,0.0886
"22","ML",0.75,0.6492,-0.1008
"23","ML",0.9,0.847,-0.053
"24","ML",0.95,0.8866,-0.0634
