"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0624,0.0124
"2","PM",0.1,0.116,0.016
"3","PM",0.25,0.2724,0.0224
"4","PM",0.75,0.746,-0.004
"5","PM",0.9,0.9024,0.0024
"6","PM",0.95,0.9584,0.0084
"7","CB",0.05,0.1936,0.1436
"8","CB",0.1,0.2532,0.1532
"9","CB",0.25,0.3736,0.1236
"10","CB",0.75,0.6496,-0.1004
"11","CB",0.9,0.7508,-0.1492
"12","CB",0.95,0.8152,-0.1348
"13","GR",0.05,0.1744,0.1244
"14","GR",0.1,0.2324,0.1324
"15","GR",0.25,0.3516,0.1016
"16","GR",0.75,0.6644,-0.0856
"17","GR",0.9,0.7824,-0.1176
"18","GR",0.95,0.8388,-0.1112
"19","ML",0.05,0.3204,0.2704
"20","ML",0.1,0.3652,0.2652
"21","ML",0.25,0.4292,0.1792
"22","ML",0.75,0.5876,-0.1624
"23","ML",0.9,0.6432,-0.2568
"24","ML",0.95,0.6816,-0.2684
