"","quantity","estimator","value"
"1","mean","PM",-0.0494974127869015
"2","mean","CB",-0.0494974127869015
"3","mean","GR",-0.049156797311187
"4","mean","ML",-0.0431109555043173
"5","var","PM",0.391571689001794
"6","var","CB",2.74510851809977
"7","var","GR",2.57760042812877
"8","var","ML",11.1054371349329
"9","var","true",0.994219774398644
"10","SSEL","PM",1.53350637150233
"11","SSEL","CB",3.11231550084985
"12","SSEL","GR",3.01275021502039
"13","SSEL","ML",9.81664194495756
"14","WSSEL","PM",38.3376592875582
"15","WSSEL","CB",77.8078875212462
"16","WSSEL","GR",75.3187553755098
"17","WSSEL","ML",245.416048623939
"18","ISEL","PM",0.259108919200321
"19","ISEL","CB",0.198597534041319
"20","ISEL","GR",0.170560344095799
"21","ISEL","ML",0.427269235907097
"22","SELrank","PM",0.106840236686391
"23","SELrank","CB",0.106840236686391
"24","SELrank","GR",0.106892307692308
"25","SELrank","ML",0.107326627218935
